movement_id,registration_number,from_location,to_location,departure_time,arrival_time,movement_status,scenario
MOV-000433,HP2020TR6255G,ENTRY,Chennai,2026-09-22T12:50:00,2026-09-22T13:20:00,NORMAL,NORMAL
MOV-000434,BR01BL6628,ENTRY,Chennai,2026-09-22T11:19:00,2026-09-22T11:49:00,NORMAL,NORMAL
MOV-000435,PB08DY4824,ENTRY,Tirunelveli,2026-09-22T13:22:00,2026-09-22T13:52:00,NORMAL,NORMAL
MOV-000436,WB02AD4162,ENTRY,Chennai,2026-09-22T12:35:00,2026-09-22T13:05:00,NORMAL,NORMAL
MOV-000437,JK01R8021,ENTRY,Salem,2026-09-22T07:47:00,2026-09-22T08:17:00,NORMAL,NORMAL
MOV-000438,AN01H0908,ENTRY,Trichy,2026-09-22T09:13:00,2026-09-22T09:43:00,NORMAL,NORMAL
MOV-000439,BF06P00006,ENTRY,Trichy,2026-09-22T14:29:00,2026-09-22T14:59:00,NORMAL,NORMAL
MOV-000440,AR152019,ENTRY,Salem,2026-09-22T09:40:00,2026-09-22T10:10:00,NORMAL,NORMAL
MOV-000441,MP09CK4943,ENTRY,Thanjavur,2026-09-22T18:33:00,2026-09-22T19:03:00,NORMAL,NORMAL
MOV-000442,AR01F2523,ENTRY,Chennai,2026-09-22T16:44:00,2026-09-22T17:14:00,NORMAL,NORMAL
MOV-000443,KA04MK0368,ENTRY,Madurai,2026-09-22T08:15:00,2026-09-22T08:45:00,NORMAL,NORMAL
MOV-000444,GJ01RN4259,ENTRY,Madurai,2026-09-22T07:35:00,2026-09-22T08:05:00,NORMAL,NORMAL
MOV-000445,CG04HA4553,ENTRY,Salem,2026-09-22T08:55:00,2026-09-22T09:25:00,NORMAL,NORMAL
MOV-000446,SK01PA7708,ENTRY,Vellore,2026-09-22T08:44:00,2026-09-22T09:14:00,NORMAL,NORMAL
MOV-000447,HR26BK8597,ENTRY,Trichy,2026-09-22T11:56:00,2026-09-22T12:26:00,NORMAL,NORMAL
MOV-000448,WB20AG9041,ENTRY,Vellore,2026-09-22T10:46:00,2026-09-22T11:16:00,NORMAL,NORMAL
MOV-000449,GA03P2839,ENTRY,Salem,2026-09-22T07:41:00,2026-09-22T08:11:00,NORMAL,NORMAL
MOV-000450,HR01H4731,ENTRY,Chennai,2026-09-22T10:56:00,2026-09-22T11:26:00,NORMAL,NORMAL
MOV-000451,AS01DG6002,ENTRY,Salem,2026-09-22T11:18:00,2026-09-22T11:48:00,NORMAL,NORMAL
MOV-000452,AP39DL3537,ENTRY,Coimbatore,2026-09-22T12:54:00,2026-09-22T13:24:00,NORMAL,NORMAL
MOV-000453,OD02V0007,ENTRY,Chennai,2026-09-22T13:35:00,2026-09-22T14:05:00,NORMAL,NORMAL
MOV-000454,OD021481,ENTRY,Thanjavur,2026-09-22T14:17:00,2026-09-22T14:47:00,NORMAL,NORMAL
MOV-000455,JK02AJ1525,ENTRY,Chennai,2026-09-22T08:32:00,2026-09-22T09:02:00,NORMAL,NORMAL
MOV-000456,DL9CAE1359,ENTRY,Thanjavur,2026-09-22T18:20:00,2026-09-22T18:50:00,NORMAL,NORMAL
MOV-000457,HR26EJ7668,ENTRY,Salem,2026-09-22T18:36:00,2026-09-22T19:06:00,NORMAL,NORMAL
MOV-000458,JH01BC5210,ENTRY,Trichy,2026-09-22T11:47:00,2026-09-22T12:17:00,NORMAL,NORMAL
MOV-000459,UP16BD4866,ENTRY,Chennai,2026-09-22T18:16:00,2026-09-22T18:46:00,NORMAL,NORMAL
MOV-000460,PY01AW2814,ENTRY,Chennai,2026-09-22T08:09:00,2026-09-22T08:39:00,NORMAL,NORMAL
MOV-000461,PB31R8123,ENTRY,Trichy,2026-09-22T13:13:00,2026-09-22T13:43:00,NORMAL,NORMAL
MOV-000462,ML05L1434,ENTRY,Vellore,2026-09-22T17:39:00,2026-09-22T18:09:00,NORMAL,NORMAL
MOV-000463,DL8CAL4134,ENTRY,Madurai,2026-09-22T17:49:00,2026-09-22T18:19:00,NORMAL,NORMAL
MOV-000464,JK02AK8967,ENTRY,Trichy,2026-09-22T09:24:00,2026-09-22T09:54:00,NORMAL,NORMAL
MOV-000465,KA01MB9714,ENTRY,Thanjavur,2026-09-22T19:08:00,2026-09-22T19:38:00,NORMAL,NORMAL
MOV-000466,GJ7AG4373,ENTRY,Tirunelveli,2026-09-22T12:29:00,2026-09-22T12:59:00,NORMAL,NORMAL
MOV-000467,HP719898,ENTRY,Vellore,2026-09-22T13:18:00,2026-09-22T13:48:00,NORMAL,NORMAL
MOV-000468,DL4CAM9066,ENTRY,Trichy,2026-09-22T14:06:00,2026-09-22T14:36:00,NORMAL,NORMAL
MOV-000469,DL2CH8634,ENTRY,Madurai,2026-09-22T08:40:00,2026-09-22T09:10:00,NORMAL,NORMAL
MOV-000470,PB23S8600,ENTRY,Tirunelveli,2026-09-22T15:46:00,2026-09-22T16:16:00,NORMAL,NORMAL
MOV-000471,MH05EQ4066,ENTRY,Coimbatore,2026-09-22T07:39:00,2026-09-22T08:09:00,NORMAL,NORMAL
MOV-000472,NL07CA7631,ENTRY,Vellore,2026-09-22T13:02:00,2026-09-22T13:32:00,NORMAL,NORMAL
MOV-000473,OR08F1001,ENTRY,Madurai,2026-09-22T17:17:00,2026-09-22T17:47:00,NORMAL,NORMAL
MOV-000474,MH43X8997,ENTRY,Thanjavur,2026-09-22T07:40:00,2026-09-22T08:10:00,NORMAL,NORMAL
MOV-000475,GJ06KP8508,ENTRY,Tirunelveli,2026-09-22T09:41:00,2026-09-22T10:11:00,NORMAL,NORMAL
MOV-000476,TS11EQ2914,ENTRY,Thanjavur,2026-09-22T10:30:00,2026-09-22T11:00:00,NORMAL,NORMAL
MOV-000477,CG22H7740,ENTRY,Salem,2026-09-22T12:20:00,2026-09-22T12:50:00,NORMAL,NORMAL
MOV-000478,DL12CS7886,ENTRY,Vellore,2026-09-22T09:20:00,2026-09-22T09:50:00,NORMAL,NORMAL
MOV-000479,TR01E2157,ENTRY,Salem,2026-09-22T15:44:00,2026-09-22T16:14:00,NORMAL,NORMAL
MOV-000480,AN01H1689,ENTRY,Vellore,2026-09-22T13:56:00,2026-09-22T14:26:00,NORMAL,NORMAL
MOV-000481,CH03K7672,ENTRY,Salem,2026-09-22T19:29:00,2026-09-22T19:59:00,NORMAL,NORMAL
MOV-000482,BR01PL7594,ENTRY,Vellore,2026-09-22T18:46:00,2026-09-22T19:16:00,NORMAL,NORMAL
MOV-000483,GA03R9230,ENTRY,Madurai,2026-09-22T12:27:00,2026-09-22T12:57:00,NORMAL,NORMAL
MOV-000484,CH01AX9090,ENTRY,Coimbatore,2026-09-22T17:49:00,2026-09-22T18:19:00,NORMAL,NORMAL
MOV-000485,CH01A09331,ENTRY,Madurai,2026-09-22T10:27:00,2026-09-22T10:57:00,NORMAL,NORMAL
MOV-000486,OD33L2616,ENTRY,Chennai,2026-09-22T11:46:00,2026-09-22T12:16:00,NORMAL,NORMAL
MOV-000487,AP31BL8656,ENTRY,Chennai,2026-09-22T09:49:00,2026-09-22T10:19:00,NORMAL,NORMAL
MOV-000488,MH06AB8620,ENTRY,Tirunelveli,2026-09-22T10:25:00,2026-09-22T10:55:00,NORMAL,NORMAL
MOV-000489,GJ01HM5887,ENTRY,Thanjavur,2026-09-22T17:45:00,2026-09-22T18:15:00,NORMAL,NORMAL
MOV-000490,MP09CQ9712,ENTRY,Thanjavur,2026-09-22T08:37:00,2026-09-22T09:07:00,NORMAL,NORMAL
MOV-000491,AR200692,ENTRY,Vellore,2026-09-22T19:08:00,2026-09-22T19:38:00,NORMAL,NORMAL
MOV-000492,JK01AL4613,ENTRY,Coimbatore,2026-09-22T15:48:00,2026-09-22T16:18:00,NORMAL,NORMAL
MOV-000493,TN10AR0131,ENTRY,Vellore,2026-09-22T17:13:00,2026-09-22T17:43:00,NORMAL,NORMAL
MOV-000494,JK01D8354,ENTRY,Madurai,2026-09-22T16:49:00,2026-09-22T17:19:00,NORMAL,NORMAL
MOV-000495,GJ1SCG7928,ENTRY,Coimbatore,2026-09-22T17:35:00,2026-09-22T18:05:00,NORMAL,NORMAL
MOV-000496,WB26S5093,ENTRY,Vellore,2026-09-22T13:32:00,2026-09-22T14:02:00,NORMAL,NORMAL
MOV-000497,GJ15CB3980,ENTRY,Vellore,2026-09-22T17:32:00,2026-09-22T18:02:00,NORMAL,NORMAL
MOV-000498,KL43D4389,ENTRY,Salem,2026-09-22T07:33:00,2026-09-22T08:03:00,NORMAL,NORMAL
MOV-000499,CG16B1802,ENTRY,Thanjavur,2026-09-22T14:03:00,2026-09-22T14:33:00,NORMAL,NORMAL
MOV-000500,MH01BT7906,ENTRY,Coimbatore,2026-09-22T10:02:00,2026-09-22T10:32:00,NORMAL,NORMAL
MOV-000501,TS09EZ9293,ENTRY,Madurai,2026-09-22T11:05:00,2026-09-22T11:35:00,NORMAL,NORMAL
MOV-000502,PB37A8269,ENTRY,Tirunelveli,2026-09-22T11:00:00,2026-09-22T11:30:00,NORMAL,NORMAL
MOV-000503,UK06CB4595,ENTRY,Vellore,2026-09-22T19:26:00,2026-09-22T19:56:00,NORMAL,NORMAL
MOV-000504,NL01T8152,ENTRY,Thanjavur,2026-09-22T07:47:00,2026-09-22T08:17:00,NORMAL,NORMAL
MOV-000505,BR7P3952,ENTRY,Trichy,2026-09-22T11:28:00,2026-09-22T11:58:00,NORMAL,NORMAL
MOV-000506,MN05A6028,ENTRY,Madurai,2026-09-22T08:41:00,2026-09-22T09:11:00,NORMAL,NORMAL
MOV-000507,SK02P1078,ENTRY,Coimbatore,2026-09-22T17:13:00,2026-09-22T17:43:00,NORMAL,NORMAL
MOV-000508,GA01C2098,ENTRY,Salem,2026-09-22T16:26:00,2026-09-22T16:56:00,NORMAL,NORMAL
MOV-000509,PY02L4602,ENTRY,Coimbatore,2026-09-22T13:10:00,2026-09-22T13:40:00,NORMAL,NORMAL
MOV-000510,DL2CAR0108,ENTRY,Vellore,2026-09-22T14:30:00,2026-09-22T15:00:00,NORMAL,NORMAL
MOV-000511,UP27Z7322,ENTRY,Madurai,2026-09-22T09:06:00,2026-09-22T09:36:00,NORMAL,NORMAL
MOV-000512,UK07BK5014,ENTRY,Salem,2026-09-22T10:01:00,2026-09-22T10:31:00,NORMAL,NORMAL
MOV-000513,MH48AK2798,ENTRY,Chennai,2026-09-22T11:43:00,2026-09-22T12:13:00,NORMAL,NORMAL
MOV-000514,OD052323,ENTRY,Coimbatore,2026-09-22T15:36:00,2026-09-22T16:06:00,NORMAL,NORMAL
MOV-000515,ML0563550,ENTRY,Tirunelveli,2026-09-22T10:40:00,2026-09-22T11:10:00,NORMAL,NORMAL
MOV-000516,KL27D9809,ENTRY,Thanjavur,2026-09-22T13:53:00,2026-09-22T14:23:00,NORMAL,NORMAL
MOV-000517,MH05CH1754,ENTRY,Salem,2026-09-22T12:48:00,2026-09-22T13:18:00,NORMAL,NORMAL
MOV-000518,ML05R1934,ENTRY,Madurai,2026-09-22T17:01:00,2026-09-22T17:31:00,NORMAL,NORMAL
MOV-000519,JK02BN3088,ENTRY,Madurai,2026-09-22T08:52:00,2026-09-22T09:22:00,NORMAL,NORMAL
MOV-000520,TS09EA4088,ENTRY,Thanjavur,2026-09-22T16:02:00,2026-09-22T16:32:00,NORMAL,NORMAL
MOV-000521,AP39HZ0087,ENTRY,Chennai,2026-09-22T16:55:00,2026-09-22T17:25:00,NORMAL,NORMAL
MOV-000522,OD11P6123,ENTRY,Vellore,2026-09-22T11:48:00,2026-09-22T12:18:00,NORMAL,NORMAL
MOV-000523,KA01MG1660,ENTRY,Madurai,2026-09-22T16:00:00,2026-09-22T16:30:00,NORMAL,NORMAL
MOV-000524,UK08W2276,ENTRY,Vellore,2026-09-22T13:19:00,2026-09-22T13:49:00,NORMAL,NORMAL
MOV-000525,GJ01RK2430,ENTRY,Coimbatore,2026-09-22T17:15:00,2026-09-22T17:45:00,NORMAL,NORMAL
MOV-000526,WB02AM8548,ENTRY,Vellore,2026-09-22T19:21:00,2026-09-22T19:51:00,NORMAL,NORMAL
MOV-000527,AP31CS2511,ENTRY,Trichy,2026-09-22T17:23:00,2026-09-22T17:53:00,NORMAL,NORMAL
MOV-000528,MN01K5346,ENTRY,Vellore,2026-09-22T07:54:00,2026-09-22T08:24:00,NORMAL,NORMAL
MOV-000529,AS04P4549,ENTRY,Vellore,2026-09-22T10:16:00,2026-09-22T10:46:00,NORMAL,NORMAL
MOV-000530,BR06U2470,ENTRY,Salem,2026-09-22T14:36:00,2026-09-22T15:06:00,NORMAL,NORMAL
MOV-000531,OD02AP3010,ENTRY,Chennai,2026-09-22T10:16:00,2026-09-22T10:46:00,NORMAL,NORMAL
MOV-000532,HP34C8986,ENTRY,Salem,2026-09-22T16:47:00,2026-09-22T17:17:00,NORMAL,NORMAL
MOV-000533,KA06C9590,ENTRY,Trichy,2026-09-22T08:00:00,2026-09-22T08:30:00,NORMAL,NORMAL
MOV-000534,TN76V1978,ENTRY,Chennai,2026-09-22T18:01:00,2026-09-22T18:31:00,NORMAL,NORMAL
MOV-000535,AP31AT5064,ENTRY,Chennai,2026-09-22T15:43:00,2026-09-22T16:13:00,NORMAL,NORMAL
MOV-000536,MP08CA6293,ENTRY,Salem,2026-09-22T11:04:00,2026-09-22T11:34:00,NORMAL,NORMAL
MOV-000537,WB26T6688,ENTRY,Thanjavur,2026-09-22T15:08:00,2026-09-22T15:38:00,NORMAL,NORMAL
MOV-000538,MH12KJ7659,ENTRY,Madurai,2026-09-22T12:20:00,2026-09-22T12:50:00,NORMAL,NORMAL
MOV-000539,GA01S5594,ENTRY,Vellore,2026-09-22T10:36:00,2026-09-22T11:06:00,NORMAL,NORMAL
MOV-000540,WB06H2237,ENTRY,Trichy,2026-09-22T10:39:00,2026-09-22T11:09:00,NORMAL,NORMAL
MOV-000541,DL5CH7599,ENTRY,Trichy,2026-09-22T19:22:00,2026-09-22T19:52:00,NORMAL,NORMAL
MOV-000542,ML087084,ENTRY,Vellore,2026-09-22T10:11:00,2026-09-22T10:41:00,NORMAL,NORMAL
MOV-000543,UP80FA1666,ENTRY,Tirunelveli,2026-09-22T07:48:00,2026-09-22T08:18:00,NORMAL,NORMAL
MOV-000544,TN19F0816,ENTRY,Trichy,2026-09-22T15:19:00,2026-09-22T15:49:00,NORMAL,NORMAL
MOV-000545,RJ23CB4320,ENTRY,Coimbatore,2026-09-22T08:32:00,2026-09-22T09:02:00,NORMAL,NORMAL
MOV-000546,UP14CV7920,ENTRY,Salem,2026-09-22T12:55:00,2026-09-22T13:25:00,NORMAL,NORMAL
MOV-000547,WB06G4120,ENTRY,Coimbatore,2026-09-22T09:51:00,2026-09-22T10:21:00,NORMAL,NORMAL
MOV-000548,AP31EF1155,ENTRY,Coimbatore,2026-09-22T13:21:00,2026-09-22T13:51:00,NORMAL,NORMAL
MOV-000549,JH01AX5392,ENTRY,Vellore,2026-09-22T13:55:00,2026-09-22T14:25:00,NORMAL,NORMAL
MOV-000550,AP31DT9378,ENTRY,Chennai,2026-09-22T17:49:00,2026-09-22T18:19:00,NORMAL,NORMAL
MOV-000551,AS018P2415,ENTRY,Chennai,2026-09-22T08:30:00,2026-09-22T09:00:00,NORMAL,NORMAL
MOV-000552,PB2313752,ENTRY,Chennai,2026-09-22T13:28:00,2026-09-22T13:58:00,NORMAL,NORMAL
MOV-000553,AS19D9919,ENTRY,Vellore,2026-09-22T13:54:00,2026-09-22T14:24:00,NORMAL,NORMAL
MOV-000554,AP31TV6847,ENTRY,Tirunelveli,2026-09-22T09:04:00,2026-09-22T09:34:00,NORMAL,NORMAL
MOV-000555,SK02P3471,ENTRY,Tirunelveli,2026-09-22T17:33:00,2026-09-22T18:03:00,NORMAL,NORMAL
MOV-000556,DL6CR7002,ENTRY,Thanjavur,2026-09-22T13:57:00,2026-09-22T14:27:00,NORMAL,NORMAL
MOV-000557,PY01CM5400,ENTRY,Salem,2026-09-22T17:40:00,2026-09-22T18:10:00,NORMAL,NORMAL
MOV-000558,NL02C9593,ENTRY,Madurai,2026-09-22T08:07:00,2026-09-22T08:37:00,NORMAL,NORMAL
MOV-000559,BR03PA3803,ENTRY,Trichy,2026-09-22T10:14:00,2026-09-22T10:44:00,NORMAL,NORMAL
MOV-000560,KL43D4444,ENTRY,Salem,2026-09-22T12:18:00,2026-09-22T12:48:00,NORMAL,NORMAL
MOV-000561,JH04C7104,ENTRY,Coimbatore,2026-09-22T14:41:00,2026-09-22T15:11:00,NORMAL,NORMAL
MOV-000562,DL8CNA1596,ENTRY,Madurai,2026-09-22T14:39:00,2026-09-22T15:09:00,NORMAL,NORMAL
MOV-000563,AS01BF9673,ENTRY,Vellore,2026-09-22T07:52:00,2026-09-22T08:22:00,NORMAL,NORMAL
MOV-000564,PY01Q7947,ENTRY,Trichy,2026-09-22T12:25:00,2026-09-22T12:55:00,NORMAL,NORMAL
MOV-000565,JK02CD0461,ENTRY,Salem,2026-09-22T15:24:00,2026-09-22T15:54:00,NORMAL,NORMAL
MOV-000566,GJ06FK2977,ENTRY,Coimbatore,2026-09-22T10:49:00,2026-09-22T11:19:00,NORMAL,NORMAL
MOV-000567,SK01T8791,ENTRY,Tirunelveli,2026-09-22T14:53:00,2026-09-22T15:23:00,NORMAL,NORMAL
MOV-000568,OD05Y5787,ENTRY,Coimbatore,2026-09-22T16:03:00,2026-09-22T16:33:00,NORMAL,NORMAL
MOV-000569,MP04CL8840,ENTRY,Tirunelveli,2026-09-22T10:53:00,2026-09-22T11:23:00,NORMAL,NORMAL
MOV-000570,AR01E1034,ENTRY,Trichy,2026-09-22T18:01:00,2026-09-22T18:31:00,NORMAL,NORMAL
MOV-000571,UP53AK1161,ENTRY,Coimbatore,2026-09-22T07:48:00,2026-09-22T08:18:00,NORMAL,NORMAL
MOV-000572,GJ01HS1902,ENTRY,Trichy,2026-09-22T15:57:00,2026-09-22T16:27:00,NORMAL,NORMAL
MOV-000573,JH05S3291,ENTRY,Trichy,2026-09-22T17:47:00,2026-09-22T18:17:00,NORMAL,NORMAL
MOV-000574,MH02DN7410,ENTRY,Salem,2026-09-22T10:30:00,2026-09-22T11:00:00,NORMAL,NORMAL
MOV-000575,TS08FZ8298,ENTRY,Salem,2026-09-22T11:16:00,2026-09-22T11:46:00,NORMAL,NORMAL
MOV-000576,JK01AD3147,ENTRY,Thanjavur,2026-09-22T12:13:00,2026-09-22T12:43:00,NORMAL,NORMAL
MOV-000577,PY01BU2406,ENTRY,Coimbatore,2026-09-22T13:03:00,2026-09-22T13:33:00,NORMAL,NORMAL
MOV-000578,AP26AM1260,ENTRY,Thanjavur,2026-09-22T16:45:00,2026-09-22T17:15:00,NORMAL,NORMAL
MOV-000579,AP37EJ2277,ENTRY,Tirunelveli,2026-09-22T09:38:00,2026-09-22T10:08:00,NORMAL,NORMAL
MOV-000580,CH01BL3528,ENTRY,Coimbatore,2026-09-22T10:15:00,2026-09-22T10:45:00,NORMAL,NORMAL
MOV-000581,CH01AB4559,ENTRY,Madurai,2026-09-22T18:10:00,2026-09-22T18:40:00,NORMAL,NORMAL
MOV-000582,RJ14CM3730,ENTRY,Salem,2026-09-22T07:50:00,2026-09-22T08:20:00,NORMAL,NORMAL
MOV-000583,JH01AM2354,ENTRY,Salem,2026-09-22T14:18:00,2026-09-22T14:48:00,NORMAL,NORMAL
MOV-000584,KA04MG7528,ENTRY,Madurai,2026-09-22T11:26:00,2026-09-22T11:56:00,NORMAL,NORMAL
MOV-000585,AS23G2612,ENTRY,Thanjavur,2026-09-22T17:36:00,2026-09-22T18:06:00,NORMAL,NORMAL
MOV-000586,GA08M0184,ENTRY,Salem,2026-09-22T18:30:00,2026-09-22T19:00:00,NORMAL,NORMAL
MOV-000587,AN01L6155,ENTRY,Salem,2026-09-22T11:16:00,2026-09-22T11:46:00,NORMAL,NORMAL
MOV-000588,OD05K6964,ENTRY,Tirunelveli,2026-09-22T15:19:00,2026-09-22T15:49:00,NORMAL,NORMAL
MOV-000589,ML10B9308,ENTRY,Thanjavur,2026-09-22T14:42:00,2026-09-22T15:12:00,NORMAL,NORMAL
MOV-000590,AP28AT5333,ENTRY,Trichy,2026-09-22T11:07:00,2026-09-22T11:37:00,NORMAL,NORMAL
MOV-000591,TS07HM2684,ENTRY,Madurai,2026-09-22T12:03:00,2026-09-22T12:33:00,NORMAL,NORMAL
MOV-000592,JH01BU9956,ENTRY,Thanjavur,2026-09-22T14:03:00,2026-09-22T14:33:00,NORMAL,NORMAL
MOV-000593,WB70G3763,ENTRY,Salem,2026-09-22T19:01:00,2026-09-22T19:31:00,NORMAL,NORMAL
MOV-000594,AP39E1493,ENTRY,Chennai,2026-09-22T19:18:00,2026-09-22T19:48:00,NORMAL,NORMAL
MOV-000595,JK1182360,ENTRY,Vellore,2026-09-22T07:59:00,2026-09-22T08:29:00,NORMAL,NORMAL
MOV-000596,CH01AP4538,ENTRY,Trichy,2026-09-22T08:42:00,2026-09-22T09:12:00,NORMAL,NORMAL
MOV-000597,UP23K0008,ENTRY,Salem,2026-09-22T14:59:00,2026-09-22T15:29:00,NORMAL,NORMAL
MOV-000598,LA020749,ENTRY,Vellore,2026-09-22T13:06:00,2026-09-22T13:36:00,NORMAL,NORMAL
MOV-000599,TS15ES0894,ENTRY,Trichy,2026-09-22T15:54:00,2026-09-22T16:24:00,NORMAL,NORMAL
MOV-000600,DL8CNA5085,ENTRY,Trichy,2026-09-22T15:23:00,2026-09-22T15:53:00,NORMAL,NORMAL
MOV-000601,GJ05JB6589,Chennai,Coimbatore,2026-09-23T04:00:00,2026-09-23T04:20:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000602,JK13C4452,Chennai,Coimbatore,2026-09-23T04:05:00,2026-09-23T04:25:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000603,JK127959,Chennai,Coimbatore,2026-09-23T04:10:00,2026-09-23T04:30:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000604,CG04H5060,Chennai,Coimbatore,2026-09-23T04:15:00,2026-09-23T04:35:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000605,WB06J9177,Chennai,Coimbatore,2026-09-23T04:20:00,2026-09-23T04:40:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000606,KA28M3589,Chennai,Coimbatore,2026-09-23T04:25:00,2026-09-23T04:45:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000607,TS08EZ9463,Chennai,Coimbatore,2026-09-23T04:30:00,2026-09-23T04:50:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000608,DL8CAU6883,Chennai,Coimbatore,2026-09-23T04:35:00,2026-09-23T04:55:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000609,WB02W9S3S,Chennai,Coimbatore,2026-09-23T04:40:00,2026-09-23T05:00:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000610,HR56B2626,Chennai,Coimbatore,2026-09-23T04:45:00,2026-09-23T05:05:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000611,KL0BBJ5001,Chennai,Coimbatore,2026-09-23T04:50:00,2026-09-23T05:10:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000612,WB02X8795,Chennai,Coimbatore,2026-09-23T04:55:00,2026-09-23T05:15:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000613,AP16CH9545,Chennai,Coimbatore,2026-09-23T05:00:00,2026-09-23T05:20:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000614,AP39TP0211,Chennai,Coimbatore,2026-09-23T05:05:00,2026-09-23T05:25:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000615,AP04M7627,Chennai,Coimbatore,2026-09-23T05:10:00,2026-09-23T05:30:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000616,UP32EC5577,Chennai,Coimbatore,2026-09-23T05:15:00,2026-09-23T05:35:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000617,KL45C4411,Chennai,Coimbatore,2026-09-23T05:20:00,2026-09-23T05:40:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000618,AS01AR1986,Chennai,Coimbatore,2026-09-23T05:25:00,2026-09-23T05:45:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000619,BR01BD5042,Chennai,Coimbatore,2026-09-23T05:30:00,2026-09-23T05:50:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
MOV-000620,AP31BG7827,Chennai,Coimbatore,2026-09-23T05:35:00,2026-09-23T05:55:00,IMPOSSIBLE_SPEED_SIGNAL,IMPOSSIBLE_TRAVEL
