event_id,registration_number,camera_id,location,timestamp,detected_vehicle_type,detected_colour,ocr_confidence,event_type
ANPR-000449,GA03P2839,CAM-SAL-03,Salem,2026-09-22T08:11:00,Car,Black,0.967,NORMAL
ANPR-000450,HR01H4731,CAM-CHE-02,Chennai,2026-09-22T11:26:00,Mini Truck,White,0.905,NORMAL
ANPR-000451,AS01DG6002,CAM-SAL-03,Salem,2026-09-22T11:48:00,Bus,Black,0.936,NORMAL
ANPR-000452,AP39DL3537,CAM-COI-01,Coimbatore,2026-09-22T13:24:00,Car,Grey,0.938,NORMAL
ANPR-000453,OD02V0007,CAM-CHE-03,Chennai,2026-09-22T14:05:00,Car,Black,0.908,NORMAL
ANPR-000454,OD021481,CAM-THA-04,Thanjavur,2026-09-22T14:47:00,Bike,Blue,0.888,NORMAL
ANPR-000455,JK02AJ1525,CAM-CHE-03,Chennai,2026-09-22T09:02:00,Car,Red,0.902,NORMAL
ANPR-000456,DL9CAE1359,CAM-THA-02,Thanjavur,2026-09-22T18:50:00,Car,Red,0.99,NORMAL
ANPR-000457,HR26EJ7668,CAM-SAL-04,Salem,2026-09-22T19:06:00,Car,Yellow,0.913,NORMAL
ANPR-000458,JH01BC5210,CAM-TRI-04,Trichy,2026-09-22T12:17:00,Mini Truck,Red,0.91,NORMAL
ANPR-000459,UP16BD4866,CAM-CHE-03,Chennai,2026-09-22T18:46:00,Bus,Blue,0.966,NORMAL
ANPR-000460,PY01AW2814,CAM-CHE-02,Chennai,2026-09-22T08:39:00,Truck,Yellow,0.971,NORMAL
ANPR-000461,PB31R8123,CAM-TRI-02,Trichy,2026-09-22T13:43:00,Bike,Black,0.887,NORMAL
ANPR-000462,ML05L1434,CAM-VEL-01,Vellore,2026-09-22T18:09:00,Truck,Black,0.915,NORMAL
ANPR-000463,DL8CAL4134,CAM-MAD-04,Madurai,2026-09-22T18:19:00,Mini Truck,Silver,0.977,NORMAL
ANPR-000464,JK02AK8967,CAM-TRI-01,Trichy,2026-09-22T09:54:00,Truck,Yellow,0.917,NORMAL
ANPR-000465,KA01MB9714,CAM-THA-04,Thanjavur,2026-09-22T19:38:00,Mini Truck,Red,0.91,NORMAL
ANPR-000466,GJ7AG4373,CAM-TIR-02,Tirunelveli,2026-09-22T12:59:00,Bike,Red,0.98,NORMAL
ANPR-000467,HP719898,CAM-VEL-03,Vellore,2026-09-22T13:48:00,Car,Silver,0.897,NORMAL
ANPR-000468,DL4CAM9066,CAM-TRI-01,Trichy,2026-09-22T14:36:00,Truck,Silver,0.93,NORMAL
ANPR-000469,DL2CH8634,CAM-MAD-01,Madurai,2026-09-22T09:10:00,Mini Truck,Blue,0.956,NORMAL
ANPR-000470,PB23S8600,CAM-TIR-04,Tirunelveli,2026-09-22T16:16:00,Truck,Yellow,0.923,NORMAL
ANPR-000471,MH05EQ4066,CAM-COI-01,Coimbatore,2026-09-22T08:09:00,Truck,White,0.976,NORMAL
ANPR-000472,NL07CA7631,CAM-VEL-02,Vellore,2026-09-22T13:32:00,Car,Yellow,0.894,NORMAL
ANPR-000473,OR08F1001,CAM-MAD-03,Madurai,2026-09-22T17:47:00,Bus,Silver,0.921,NORMAL
ANPR-000474,MH43X8997,CAM-THA-04,Thanjavur,2026-09-22T08:10:00,Car,Black,0.979,NORMAL
ANPR-000475,GJ06KP8508,CAM-TIR-01,Tirunelveli,2026-09-22T10:11:00,Truck,Yellow,0.889,NORMAL
ANPR-000476,TS11EQ2914,CAM-THA-03,Thanjavur,2026-09-22T11:00:00,Car,Blue,0.901,NORMAL
ANPR-000477,CG22H7740,CAM-SAL-03,Salem,2026-09-22T12:50:00,Bike,Blue,0.982,NORMAL
ANPR-000478,DL12CS7886,CAM-VEL-04,Vellore,2026-09-22T09:50:00,Truck,Black,0.951,NORMAL
ANPR-000479,TR01E2157,CAM-SAL-01,Salem,2026-09-22T16:14:00,Truck,Red,0.988,NORMAL
ANPR-000480,AN01H1689,CAM-VEL-01,Vellore,2026-09-22T14:26:00,Car,Silver,0.955,NORMAL
ANPR-000481,CH03K7672,CAM-SAL-01,Salem,2026-09-22T19:59:00,Bike,Silver,0.966,NORMAL
ANPR-000482,BR01PL7594,CAM-VEL-01,Vellore,2026-09-22T19:16:00,Truck,Grey,0.979,NORMAL
ANPR-000483,GA03R9230,CAM-MAD-01,Madurai,2026-09-22T12:57:00,Mini Truck,White,0.917,NORMAL
ANPR-000484,CH01AX9090,CAM-COI-03,Coimbatore,2026-09-22T18:19:00,Car,Yellow,0.965,NORMAL
ANPR-000485,CH01A09331,CAM-MAD-02,Madurai,2026-09-22T10:57:00,Truck,Yellow,0.978,NORMAL
ANPR-000486,OD33L2616,CAM-CHE-01,Chennai,2026-09-22T12:16:00,Bus,Grey,0.929,NORMAL
ANPR-000487,AP31BL8656,CAM-CHE-02,Chennai,2026-09-22T10:19:00,Mini Truck,Grey,0.948,NORMAL
ANPR-000488,MH06AB8620,CAM-TIR-02,Tirunelveli,2026-09-22T10:55:00,Bus,Grey,0.929,NORMAL
ANPR-000489,GJ01HM5887,CAM-THA-04,Thanjavur,2026-09-22T18:15:00,Bike,Silver,0.959,NORMAL
ANPR-000490,MP09CQ9712,CAM-THA-03,Thanjavur,2026-09-22T09:07:00,Car,Grey,0.965,NORMAL
ANPR-000491,AR200692,CAM-VEL-04,Vellore,2026-09-22T19:38:00,Bike,Blue,0.944,NORMAL
ANPR-000492,JK01AL4613,CAM-COI-03,Coimbatore,2026-09-22T16:18:00,Bus,Red,0.888,NORMAL
ANPR-000493,TN10AR0131,CAM-VEL-04,Vellore,2026-09-22T17:43:00,Truck,Yellow,0.989,NORMAL
ANPR-000494,JK01D8354,CAM-MAD-02,Madurai,2026-09-22T17:19:00,Car,Grey,0.968,NORMAL
ANPR-000495,GJ1SCG7928,CAM-COI-04,Coimbatore,2026-09-22T18:05:00,Truck,Black,0.966,NORMAL
ANPR-000496,WB26S5093,CAM-VEL-01,Vellore,2026-09-22T14:02:00,Truck,Grey,0.942,NORMAL
ANPR-000497,GJ15CB3980,CAM-VEL-04,Vellore,2026-09-22T18:02:00,Truck,Blue,0.942,NORMAL
ANPR-000498,KL43D4389,CAM-SAL-02,Salem,2026-09-22T08:03:00,Mini Truck,Silver,0.967,NORMAL
ANPR-000499,CG16B1802,CAM-THA-03,Thanjavur,2026-09-22T14:33:00,Car,Silver,0.946,NORMAL
ANPR-000500,MH01BT7906,CAM-COI-03,Coimbatore,2026-09-22T10:32:00,Bus,Red,0.901,NORMAL
ANPR-000501,TS09EZ9293,CAM-MAD-04,Madurai,2026-09-22T11:35:00,Bus,Silver,0.989,NORMAL
ANPR-000502,PB37A8269,CAM-TIR-03,Tirunelveli,2026-09-22T11:30:00,Mini Truck,White,0.962,NORMAL
ANPR-000503,UK06CB4595,CAM-VEL-04,Vellore,2026-09-22T19:56:00,Bus,Black,0.943,NORMAL
ANPR-000504,NL01T8152,CAM-THA-04,Thanjavur,2026-09-22T08:17:00,Car,Red,0.888,NORMAL
ANPR-000505,BR7P3952,CAM-TRI-02,Trichy,2026-09-22T11:58:00,Truck,Grey,0.898,NORMAL
ANPR-000506,MN05A6028,CAM-MAD-01,Madurai,2026-09-22T09:11:00,Mini Truck,Grey,0.959,NORMAL
ANPR-000507,SK02P1078,CAM-COI-01,Coimbatore,2026-09-22T17:43:00,Car,Blue,0.947,NORMAL
ANPR-000508,GA01C2098,CAM-SAL-04,Salem,2026-09-22T16:56:00,Bike,Yellow,0.949,NORMAL
ANPR-000509,PY02L4602,CAM-COI-04,Coimbatore,2026-09-22T13:40:00,Bus,Silver,0.895,NORMAL
ANPR-000510,DL2CAR0108,CAM-VEL-04,Vellore,2026-09-22T15:00:00,Mini Truck,Silver,0.889,NORMAL
ANPR-000511,UP27Z7322,CAM-MAD-04,Madurai,2026-09-22T09:36:00,Truck,Blue,0.94,NORMAL
ANPR-000512,UK07BK5014,CAM-SAL-04,Salem,2026-09-22T10:31:00,Car,Blue,0.945,NORMAL
ANPR-000513,MH48AK2798,CAM-CHE-04,Chennai,2026-09-22T12:13:00,Truck,Yellow,0.914,NORMAL
ANPR-000514,OD052323,CAM-COI-04,Coimbatore,2026-09-22T16:06:00,Bike,Black,0.937,NORMAL
ANPR-000515,ML0563550,CAM-TIR-02,Tirunelveli,2026-09-22T11:10:00,Truck,White,0.961,NORMAL
ANPR-000516,KL27D9809,CAM-THA-03,Thanjavur,2026-09-22T14:23:00,Bus,Blue,0.951,NORMAL
ANPR-000517,MH05CH1754,CAM-SAL-01,Salem,2026-09-22T13:18:00,Car,Yellow,0.915,NORMAL
ANPR-000518,ML05R1934,CAM-MAD-04,Madurai,2026-09-22T17:31:00,Mini Truck,Yellow,0.906,NORMAL
ANPR-000519,JK02BN3088,CAM-MAD-02,Madurai,2026-09-22T09:22:00,Mini Truck,Blue,0.903,NORMAL
ANPR-000520,TS09EA4088,CAM-THA-04,Thanjavur,2026-09-22T16:32:00,Bus,Red,0.894,NORMAL
ANPR-000521,AP39HZ0087,CAM-CHE-04,Chennai,2026-09-22T17:25:00,Truck,Grey,0.902,NORMAL
ANPR-000522,OD11P6123,CAM-VEL-04,Vellore,2026-09-22T12:18:00,Truck,Black,0.959,NORMAL
ANPR-000523,KA01MG1660,CAM-MAD-04,Madurai,2026-09-22T16:30:00,Truck,Black,0.93,NORMAL
ANPR-000524,UK08W2276,CAM-VEL-02,Vellore,2026-09-22T13:49:00,Truck,Black,0.975,NORMAL
ANPR-000525,GJ01RK2430,CAM-COI-02,Coimbatore,2026-09-22T17:45:00,Truck,Blue,0.938,NORMAL
ANPR-000526,WB02AM8548,CAM-VEL-03,Vellore,2026-09-22T19:51:00,Car,White,0.958,NORMAL
ANPR-000527,AP31CS2511,CAM-TRI-02,Trichy,2026-09-22T17:53:00,Bus,Silver,0.982,NORMAL
ANPR-000528,MN01K5346,CAM-VEL-03,Vellore,2026-09-22T08:24:00,Bus,Red,0.987,NORMAL
ANPR-000529,AS04P4549,CAM-VEL-04,Vellore,2026-09-22T10:46:00,Truck,Yellow,0.983,NORMAL
ANPR-000530,BR06U2470,CAM-SAL-04,Salem,2026-09-22T15:06:00,Truck,Yellow,0.901,NORMAL
ANPR-000531,OD02AP3010,CAM-CHE-02,Chennai,2026-09-22T10:46:00,Truck,Yellow,0.962,NORMAL
ANPR-000532,HP34C8986,CAM-SAL-02,Salem,2026-09-22T17:17:00,Car,Silver,0.9,NORMAL
ANPR-000533,KA06C9590,CAM-TRI-04,Trichy,2026-09-22T08:30:00,Car,Silver,0.929,NORMAL
ANPR-000534,TN76V1978,CAM-CHE-04,Chennai,2026-09-22T18:31:00,Bike,Blue,0.947,NORMAL
ANPR-000535,AP31AT5064,CAM-CHE-03,Chennai,2026-09-22T16:13:00,Bike,Silver,0.989,NORMAL
ANPR-000536,MP08CA6293,CAM-SAL-02,Salem,2026-09-22T11:34:00,Car,White,0.975,NORMAL
ANPR-000537,WB26T6688,CAM-THA-04,Thanjavur,2026-09-22T15:38:00,Truck,Silver,0.921,NORMAL
ANPR-000538,MH12KJ7659,CAM-MAD-04,Madurai,2026-09-22T12:50:00,Truck,Grey,0.883,NORMAL
ANPR-000539,GA01S5594,CAM-VEL-02,Vellore,2026-09-22T11:06:00,Mini Truck,Black,0.96,NORMAL
ANPR-000540,WB06H2237,CAM-TRI-03,Trichy,2026-09-22T11:09:00,Car,White,0.957,NORMAL
ANPR-000541,DL5CH7599,CAM-TRI-03,Trichy,2026-09-22T19:52:00,Truck,Blue,0.939,NORMAL
ANPR-000542,ML087084,CAM-VEL-04,Vellore,2026-09-22T10:41:00,Truck,Blue,0.935,NORMAL
ANPR-000543,UP80FA1666,CAM-TIR-01,Tirunelveli,2026-09-22T08:18:00,Bus,Silver,0.987,NORMAL
ANPR-000544,TN19F0816,CAM-TRI-01,Trichy,2026-09-22T15:49:00,Truck,Silver,0.899,NORMAL
ANPR-000545,RJ23CB4320,CAM-COI-02,Coimbatore,2026-09-22T09:02:00,Bus,Silver,0.908,NORMAL
ANPR-000546,UP14CV7920,CAM-SAL-04,Salem,2026-09-22T13:25:00,Mini Truck,Grey,0.955,NORMAL
ANPR-000547,WB06G4120,CAM-COI-02,Coimbatore,2026-09-22T10:21:00,Car,Red,0.91,NORMAL
ANPR-000548,AP31EF1155,CAM-COI-02,Coimbatore,2026-09-22T13:51:00,Bike,Yellow,0.934,NORMAL
ANPR-000549,JH01AX5392,CAM-VEL-01,Vellore,2026-09-22T14:25:00,Truck,Yellow,0.965,NORMAL
ANPR-000550,AP31DT9378,CAM-CHE-03,Chennai,2026-09-22T18:19:00,Car,Black,0.98,NORMAL
ANPR-000551,AS018P2415,CAM-CHE-01,Chennai,2026-09-22T09:00:00,Bike,Black,0.967,NORMAL
ANPR-000552,PB2313752,CAM-CHE-03,Chennai,2026-09-22T13:58:00,Bus,Silver,0.983,NORMAL
ANPR-000553,AS19D9919,CAM-VEL-04,Vellore,2026-09-22T14:24:00,Car,Black,0.952,NORMAL
ANPR-000554,AP31TV6847,CAM-TIR-03,Tirunelveli,2026-09-22T09:34:00,Mini Truck,Black,0.982,NORMAL
ANPR-000555,SK02P3471,CAM-TIR-04,Tirunelveli,2026-09-22T18:03:00,Truck,Silver,0.946,NORMAL
ANPR-000556,DL6CR7002,CAM-THA-02,Thanjavur,2026-09-22T14:27:00,Bus,Blue,0.959,NORMAL
ANPR-000557,PY01CM5400,CAM-SAL-01,Salem,2026-09-22T18:10:00,Bike,Black,0.898,NORMAL
ANPR-000558,NL02C9593,CAM-MAD-01,Madurai,2026-09-22T08:37:00,Truck,Red,0.904,NORMAL
ANPR-000559,BR03PA3803,CAM-TRI-04,Trichy,2026-09-22T10:44:00,Truck,Grey,0.9,NORMAL
ANPR-000560,KL43D4444,CAM-SAL-02,Salem,2026-09-22T12:48:00,Truck,Blue,0.969,NORMAL
ANPR-000561,JH04C7104,CAM-COI-01,Coimbatore,2026-09-22T15:11:00,Mini Truck,White,0.961,NORMAL
ANPR-000562,DL8CNA1596,CAM-MAD-03,Madurai,2026-09-22T15:09:00,Truck,Red,0.942,NORMAL
ANPR-000563,AS01BF9673,CAM-VEL-01,Vellore,2026-09-22T08:22:00,Car,Grey,0.909,NORMAL
ANPR-000564,PY01Q7947,CAM-TRI-04,Trichy,2026-09-22T12:55:00,Bus,Red,0.941,NORMAL
ANPR-000565,JK02CD0461,CAM-SAL-04,Salem,2026-09-22T15:54:00,Truck,White,0.891,NORMAL
ANPR-000566,GJ06FK2977,CAM-COI-01,Coimbatore,2026-09-22T11:19:00,Mini Truck,Grey,0.908,NORMAL
ANPR-000567,SK01T8791,CAM-TIR-02,Tirunelveli,2026-09-22T15:23:00,Truck,Yellow,0.971,NORMAL
ANPR-000568,OD05Y5787,CAM-COI-04,Coimbatore,2026-09-22T16:33:00,Truck,White,0.984,NORMAL
ANPR-000569,MP04CL8840,CAM-TIR-04,Tirunelveli,2026-09-22T11:23:00,Truck,Blue,0.897,NORMAL
ANPR-000570,AR01E1034,CAM-TRI-04,Trichy,2026-09-22T18:31:00,Car,Black,0.915,NORMAL
ANPR-000571,UP53AK1161,CAM-COI-03,Coimbatore,2026-09-22T08:18:00,Truck,Black,0.95,NORMAL
ANPR-000572,GJ01HS1902,CAM-TRI-04,Trichy,2026-09-22T16:27:00,Bus,Blue,0.924,NORMAL
ANPR-000573,JH05S3291,CAM-TRI-04,Trichy,2026-09-22T18:17:00,Car,Blue,0.919,NORMAL
ANPR-000574,MH02DN7410,CAM-SAL-04,Salem,2026-09-22T11:00:00,Bus,Grey,0.938,NORMAL
ANPR-000575,TS08FZ8298,CAM-SAL-03,Salem,2026-09-22T11:46:00,Mini Truck,Red,0.883,NORMAL
ANPR-000576,JK01AD3147,CAM-THA-04,Thanjavur,2026-09-22T12:43:00,Truck,Blue,0.914,NORMAL
ANPR-000577,PY01BU2406,CAM-COI-04,Coimbatore,2026-09-22T13:33:00,Bus,Silver,0.949,NORMAL
ANPR-000578,AP26AM1260,CAM-THA-02,Thanjavur,2026-09-22T17:15:00,Bus,Blue,0.949,NORMAL
ANPR-000579,AP37EJ2277,CAM-TIR-02,Tirunelveli,2026-09-22T10:08:00,Car,Yellow,0.882,NORMAL
ANPR-000580,CH01BL3528,CAM-COI-02,Coimbatore,2026-09-22T10:45:00,Mini Truck,Yellow,0.961,NORMAL
ANPR-000581,CH01AB4559,CAM-MAD-01,Madurai,2026-09-22T18:40:00,Bike,Blue,0.902,NORMAL
ANPR-000582,RJ14CM3730,CAM-SAL-02,Salem,2026-09-22T08:20:00,Bus,Yellow,0.889,NORMAL
ANPR-000583,JH01AM2354,CAM-SAL-02,Salem,2026-09-22T14:48:00,Truck,Red,0.885,NORMAL
ANPR-000584,KA04MG7528,CAM-MAD-02,Madurai,2026-09-22T11:56:00,Car,Black,0.888,NORMAL
ANPR-000585,AS23G2612,CAM-THA-03,Thanjavur,2026-09-22T18:06:00,Mini Truck,Silver,0.9,NORMAL
ANPR-000586,GA08M0184,CAM-SAL-02,Salem,2026-09-22T19:00:00,Bike,Black,0.895,NORMAL
ANPR-000587,AN01L6155,CAM-SAL-02,Salem,2026-09-22T11:46:00,Car,White,0.95,NORMAL
ANPR-000588,OD05K6964,CAM-TIR-04,Tirunelveli,2026-09-22T15:49:00,Car,White,0.908,NORMAL
ANPR-000589,ML10B9308,CAM-THA-02,Thanjavur,2026-09-22T15:12:00,Bike,Black,0.96,NORMAL
ANPR-000590,AP28AT5333,CAM-TRI-01,Trichy,2026-09-22T11:37:00,Truck,Red,0.917,NORMAL
ANPR-000591,TS07HM2684,CAM-MAD-04,Madurai,2026-09-22T12:33:00,Bike,Black,0.952,NORMAL
ANPR-000592,JH01BU9956,CAM-THA-02,Thanjavur,2026-09-22T14:33:00,Truck,Red,0.906,NORMAL
ANPR-000593,WB70G3763,CAM-SAL-01,Salem,2026-09-22T19:31:00,Truck,Silver,0.96,NORMAL
ANPR-000594,AP39E1493,CAM-CHE-01,Chennai,2026-09-22T19:48:00,Car,White,0.953,NORMAL
ANPR-000595,JK1182360,CAM-VEL-03,Vellore,2026-09-22T08:29:00,Car,Black,0.885,NORMAL
ANPR-000596,CH01AP4538,CAM-TRI-04,Trichy,2026-09-22T09:12:00,Bus,Silver,0.895,NORMAL
ANPR-000597,UP23K0008,CAM-SAL-03,Salem,2026-09-22T15:29:00,Car,Grey,0.903,NORMAL
ANPR-000598,LA020749,CAM-VEL-02,Vellore,2026-09-22T13:36:00,Mini Truck,Black,0.909,NORMAL
ANPR-000599,TS15ES0894,CAM-TRI-01,Trichy,2026-09-22T16:24:00,Car,Red,0.916,NORMAL
ANPR-000600,DL8CNA5085,CAM-TRI-04,Trichy,2026-09-22T15:53:00,Mini Truck,Blue,0.976,NORMAL
ANPR-000601,WB06J2192,CAM-CHN-01,Chennai,2026-09-22T18:00:00,Bike,Grey,0.97,NORMAL_RETURN_TRIP
ANPR-000602,WB06J2192,CAM-CHN-02,Chennai,2026-09-22T20:30:00,Bike,Grey,0.96,NORMAL_RETURN_TRIP
ANPR-000603,TR01BG0365,CAM-CHN-01,Chennai,2026-09-22T18:03:00,Bike,White,0.97,NORMAL_RETURN_TRIP
ANPR-000604,TR01BG0365,CAM-CHN-02,Chennai,2026-09-22T20:33:00,Bike,White,0.96,NORMAL_RETURN_TRIP
ANPR-000605,AS01AM1419,CAM-CHN-01,Chennai,2026-09-22T18:06:00,Truck,White,0.97,NORMAL_RETURN_TRIP
ANPR-000606,AS01AM1419,CAM-CHN-02,Chennai,2026-09-22T20:36:00,Truck,White,0.96,NORMAL_RETURN_TRIP
ANPR-000607,HP40B8992,CAM-CHN-01,Chennai,2026-09-22T18:09:00,Car,Black,0.97,NORMAL_RETURN_TRIP
ANPR-000608,HP40B8992,CAM-CHN-02,Chennai,2026-09-22T20:39:00,Car,Black,0.96,NORMAL_RETURN_TRIP
ANPR-000609,PB02CC7299,CAM-CHN-01,Chennai,2026-09-22T18:12:00,Car,White,0.97,NORMAL_RETURN_TRIP
ANPR-000610,PB02CC7299,CAM-CHN-02,Chennai,2026-09-22T20:42:00,Car,White,0.96,NORMAL_RETURN_TRIP
ANPR-000611,MH12HN4507,CAM-CHN-01,Chennai,2026-09-22T18:15:00,Truck,Yellow,0.97,NORMAL_RETURN_TRIP
ANPR-000612,MH12HN4507,CAM-CHN-02,Chennai,2026-09-22T20:45:00,Truck,Yellow,0.96,NORMAL_RETURN_TRIP
ANPR-000613,PB30L5010,CAM-CHN-01,Chennai,2026-09-22T18:18:00,Truck,White,0.97,NORMAL_RETURN_TRIP
ANPR-000614,PB30L5010,CAM-CHN-02,Chennai,2026-09-22T20:48:00,Truck,White,0.96,NORMAL_RETURN_TRIP
ANPR-000615,TS08FQ1262,CAM-CHN-01,Chennai,2026-09-22T18:21:00,Car,Silver,0.97,NORMAL_RETURN_TRIP
ANPR-000616,TS08FQ1262,CAM-CHN-02,Chennai,2026-09-22T20:51:00,Car,Silver,0.96,NORMAL_RETURN_TRIP
ANPR-000617,TS36H6578,CAM-CHN-01,Chennai,2026-09-22T18:24:00,Bike,White,0.97,NORMAL_RETURN_TRIP
ANPR-000618,TS36H6578,CAM-CHN-02,Chennai,2026-09-22T20:54:00,Bike,White,0.96,NORMAL_RETURN_TRIP
ANPR-000619,ML08C8061,CAM-CHN-01,Chennai,2026-09-22T18:27:00,Bike,Yellow,0.97,NORMAL_RETURN_TRIP
ANPR-000620,ML08C8061,CAM-CHN-02,Chennai,2026-09-22T20:57:00,Bike,Yellow,0.96,NORMAL_RETURN_TRIP
ANPR-000621,TS18T3899,CAM-CHN-01,Chennai,2026-09-22T18:30:00,Bike,Black,0.97,NORMAL_RETURN_TRIP
ANPR-000622,TS18T3899,CAM-CHN-02,Chennai,2026-09-22T21:00:00,Bike,Black,0.96,NORMAL_RETURN_TRIP
ANPR-000623,ML05C5389,CAM-CHN-01,Chennai,2026-09-22T18:33:00,Bike,Yellow,0.97,NORMAL_RETURN_TRIP
ANPR-000624,ML05C5389,CAM-CHN-02,Chennai,2026-09-22T21:03:00,Bike,Yellow,0.96,NORMAL_RETURN_TRIP
ANPR-000625,HP3SG1539,CAM-CHN-01,Chennai,2026-09-22T18:36:00,Mini Truck,Black,0.97,NORMAL_RETURN_TRIP
ANPR-000626,HP3SG1539,CAM-CHN-02,Chennai,2026-09-22T21:06:00,Mini Truck,Black,0.96,NORMAL_RETURN_TRIP
ANPR-000627,ML05F9854,CAM-CHN-01,Chennai,2026-09-22T18:39:00,Bus,Grey,0.97,NORMAL_RETURN_TRIP
ANPR-000628,ML05F9854,CAM-CHN-02,Chennai,2026-09-22T21:09:00,Bus,Grey,0.96,NORMAL_RETURN_TRIP
ANPR-000629,AR01J0123,CAM-CHN-01,Chennai,2026-09-22T18:42:00,Truck,Yellow,0.97,NORMAL_RETURN_TRIP
ANPR-000630,AR01J0123,CAM-CHN-02,Chennai,2026-09-22T21:12:00,Truck,Yellow,0.96,NORMAL_RETURN_TRIP
ANPR-000631,BR01AW1250,CAM-CHN-01,Chennai,2026-09-22T18:45:00,Truck,Grey,0.97,NORMAL_RETURN_TRIP
ANPR-000632,BR01AW1250,CAM-CHN-02,Chennai,2026-09-22T21:15:00,Truck,Grey,0.96,NORMAL_RETURN_TRIP
ANPR-000633,PB04S4253,CAM-CHN-01,Chennai,2026-09-22T18:48:00,Truck,Silver,0.97,NORMAL_RETURN_TRIP
ANPR-000634,PB04S4253,CAM-CHN-02,Chennai,2026-09-22T21:18:00,Truck,Silver,0.96,NORMAL_RETURN_TRIP
ANPR-000635,JK02BF5058,CAM-CHN-01,Chennai,2026-09-22T18:51:00,Truck,White,0.97,NORMAL_RETURN_TRIP
ANPR-000636,JK02BF5058,CAM-CHN-02,Chennai,2026-09-22T21:21:00,Truck,White,0.96,NORMAL_RETURN_TRIP
ANPR-000637,PB04T0678,CAM-CHN-01,Chennai,2026-09-22T18:54:00,Truck,Yellow,0.97,NORMAL_RETURN_TRIP
ANPR-000638,PB04T0678,CAM-CHN-02,Chennai,2026-09-22T21:24:00,Truck,Yellow,0.96,NORMAL_RETURN_TRIP
ANPR-000639,ML05Q8790,CAM-CHN-01,Chennai,2026-09-22T18:57:00,Bike,Black,0.97,NORMAL_RETURN_TRIP
ANPR-000640,ML05Q8790,CAM-CHN-02,Chennai,2026-09-22T21:27:00,Bike,Black,0.96,NORMAL_RETURN_TRIP
ANPR-000641,BR02AF7424,CAM-CHN-01,Chennai,2026-09-22T19:00:00,Car,Black,0.97,NORMAL_RETURN_TRIP
ANPR-000642,BR02AF7424,CAM-CHN-02,Chennai,2026-09-22T21:30:00,Car,Black,0.96,NORMAL_RETURN_TRIP
ANPR-000643,CG08K2057,CAM-CHN-01,Chennai,2026-09-22T19:03:00,Truck,Black,0.97,NORMAL_RETURN_TRIP
ANPR-000644,CG08K2057,CAM-CHN-02,Chennai,2026-09-22T21:33:00,Truck,Black,0.96,NORMAL_RETURN_TRIP
ANPR-000645,AR169723,CAM-CHN-01,Chennai,2026-09-22T19:06:00,Truck,White,0.97,NORMAL_RETURN_TRIP
ANPR-000646,AR169723,CAM-CHN-02,Chennai,2026-09-22T21:36:00,Truck,White,0.96,NORMAL_RETURN_TRIP
ANPR-000647,KL41M93,CAM-CHN-01,Chennai,2026-09-22T19:09:00,Car,Silver,0.97,NORMAL_RETURN_TRIP
ANPR-000648,KL41M93,CAM-CHN-02,Chennai,2026-09-22T21:39:00,Car,Silver,0.96,NORMAL_RETURN_TRIP
ANPR-000649,DL12CL2555,CAM-CHN-01,Chennai,2026-09-22T19:12:00,Mini Truck,Yellow,0.97,NORMAL_RETURN_TRIP
ANPR-000650,DL12CL2555,CAM-CHN-02,Chennai,2026-09-22T21:42:00,Mini Truck,Yellow,0.96,NORMAL_RETURN_TRIP
ANPR-000651,JH01AR2011,CAM-CHN-01,Chennai,2026-09-22T19:15:00,Truck,Red,0.97,NORMAL_RETURN_TRIP
ANPR-000652,JH01AR2011,CAM-CHN-02,Chennai,2026-09-22T21:45:00,Truck,Red,0.96,NORMAL_RETURN_TRIP
ANPR-000653,PY01CM9549,CAM-CHN-01,Chennai,2026-09-22T19:18:00,Truck,Silver,0.97,NORMAL_RETURN_TRIP
ANPR-000654,PY01CM9549,CAM-CHN-02,Chennai,2026-09-22T21:48:00,Truck,Silver,0.96,NORMAL_RETURN_TRIP
ANPR-000655,DL4CAQ3231,CAM-CHN-01,Chennai,2026-09-22T19:21:00,Bike,Black,0.97,NORMAL_RETURN_TRIP
ANPR-000656,DL4CAQ3231,CAM-CHN-02,Chennai,2026-09-22T21:51:00,Bike,Black,0.96,NORMAL_RETURN_TRIP
ANPR-000657,JH08C0625,CAM-CHN-01,Chennai,2026-09-22T19:24:00,Truck,Yellow,0.97,NORMAL_RETURN_TRIP
ANPR-000658,JH08C0625,CAM-CHN-02,Chennai,2026-09-22T21:54:00,Truck,Yellow,0.96,NORMAL_RETURN_TRIP
ANPR-000659,CG251612,CAM-CHN-01,Chennai,2026-09-22T19:27:00,Mini Truck,Silver,0.97,NORMAL_RETURN_TRIP
ANPR-000660,CG251612,CAM-CHN-02,Chennai,2026-09-22T21:57:00,Mini Truck,Silver,0.96,NORMAL_RETURN_TRIP
ANPR-000661,PY01CV2447,CAM-CHN-01,Chennai,2026-09-22T19:30:00,Mini Truck,Grey,0.97,NORMAL_RETURN_TRIP
ANPR-000662,PY01CV2447,CAM-CHN-02,Chennai,2026-09-22T22:00:00,Mini Truck,Grey,0.96,NORMAL_RETURN_TRIP
ANPR-000663,CG07CA7784,CAM-CHN-01,Chennai,2026-09-22T19:33:00,Bike,White,0.97,NORMAL_RETURN_TRIP
ANPR-000664,CG07CA7784,CAM-CHN-02,Chennai,2026-09-22T22:03:00,Bike,White,0.96,NORMAL_RETURN_TRIP
