vehicle_id,registration_number,state_code,vehicle_type,commercial_vehicle,manufacturer,model,registered_colour,operator,permit_status,permit_expiry,fitness_status,fitness_expiry,insurance_status,insurance_expiry,puc_status,puc_expiry,fastag_id,fastag_status,registry_status,chassis_reference,engine_reference,source_image_id,source_image_path,data_source
VH-000142,PY01CE4149,PY,Truck,YES,BharatBenz,3123R,Black,Apex Logistics,VALID,2028-12-03,VALID,2028-08-09,VALID,2026-10-27,VALID,2027-01-10,FT-000142,ACTIVE,ACTIVE,CHASSIS-SYN-000142,ENGINE-SYN-000142,PY10,dataset\NumberPlate_Annotated_Dataset-main\Images\PY10.jpg,SYNTHETIC_PROTOTYPE
VH-000143,UK185763,UK,Car,NO,Maruti,Ertiga,White,Metro Transit,VALID,2028-10-02,VALID,2028-05-30,VALID,2027-08-25,VALID,2027-08-18,FT-000143,ACTIVE,ACTIVE,CHASSIS-SYN-000143,ENGINE-SYN-000143,UK3,dataset\NumberPlate_Annotated_Dataset-main\Images\UK3.jpg,SYNTHETIC_PROTOTYPE
VH-000144,HP12H1324,HP,Mini Truck,YES,Ashok Leyland,Dost,White,Metro Transit,VALID,2027-08-16,VALID,2027-10-23,VALID,2027-04-03,VALID,2027-05-09,FT-000144,ACTIVE,ACTIVE,CHASSIS-SYN-000144,ENGINE-SYN-000144,HP1,dataset\NumberPlate_Annotated_Dataset-main\Images\HP1.jpg,SYNTHETIC_PROTOTYPE
VH-000145,CH01AZ2642,CH,Car,NO,Toyota,Innova,Black,National Route Logistics,VALID,2028-09-09,VALID,2028-05-05,VALID,2027-04-03,VALID,2027-04-14,FT-000145,ACTIVE,ACTIVE,CHASSIS-SYN-000145,ENGINE-SYN-000145,CH6,dataset\NumberPlate_Annotated_Dataset-main\Images\CH6.jpg,SYNTHETIC_PROTOTYPE
VH-000146,JH02AH0750,JH,Car,NO,Hyundai,Aura,White,Southern Freight,VALID,2028-01-12,VALID,2026-12-07,VALID,2027-08-16,VALID,2027-09-15,FT-000146,ACTIVE,ACTIVE,CHASSIS-SYN-000146,ENGINE-SYN-000146,JH6,dataset\NumberPlate_Annotated_Dataset-main\Images\JH6.jpg,SYNTHETIC_PROTOTYPE
VH-000147,UK07055789,UK,Car,NO,Hyundai,Aura,Yellow,Metro Transit,VALID,2027-12-23,VALID,2028-01-11,VALID,2027-04-13,VALID,2027-06-27,FT-000147,ACTIVE,ACTIVE,CHASSIS-SYN-000147,ENGINE-SYN-000147,UK6,dataset\NumberPlate_Annotated_Dataset-main\Images\UK6.jpg,SYNTHETIC_PROTOTYPE
VH-000148,KA51ML4025,KA,Mini Truck,YES,Mahindra,Bolero Pickup,Yellow,Coastal Commercials,VALID,2027-02-21,EXPIRED,2026-05-17,VALID,2027-08-13,VALID,2026-12-28,FT-000148,ACTIVE,ACTIVE,CHASSIS-SYN-000148,ENGINE-SYN-000148,KA23,dataset\NumberPlate_Annotated_Dataset-main\Images\KA23.jpg,SYNTHETIC_PROTOTYPE
VH-000149,WB02AJ4534,WB,Truck,YES,BharatBenz,3123R,Black,Southern Freight,VALID,2027-01-24,VALID,2028-03-26,VALID,2027-04-02,VALID,2027-06-21,FT-000149,ACTIVE,ACTIVE,CHASSIS-SYN-000149,ENGINE-SYN-000149,WB17,dataset\NumberPlate_Annotated_Dataset-main\Images\WB17.jpg,SYNTHETIC_PROTOTYPE
VH-000150,AP31BR9501,AP,Car,NO,Maruti,Ertiga,Silver,Metro Transit,VALID,2027-01-30,VALID,2028-07-09,VALID,2027-05-31,VALID,2027-09-04,FT-000150,ACTIVE,ACTIVE,CHASSIS-SYN-000150,ENGINE-SYN-000150,AP26,dataset\NumberPlate_Annotated_Dataset-main\Images\AP26.jpg,SYNTHETIC_PROTOTYPE
VH-000151,KA53P7604,KA,Bike,NO,Bajaj,Pulsar,Black,Coastal Commercials,VALID,2029-01-01,VALID,2027-03-06,VALID,2027-08-05,VALID,2027-07-25,FT-000151,ACTIVE,ACTIVE,CHASSIS-SYN-000151,ENGINE-SYN-000151,KA5,dataset\NumberPlate_Annotated_Dataset-main\Images\KA5.jpg,SYNTHETIC_PROTOTYPE
VH-000152,GA03Y9512,GA,Truck,YES,Tata,Prima,Yellow,Kaveri Transport,VALID,2028-03-30,VALID,2028-06-11,VALID,2027-06-10,VALID,2027-06-18,FT-000152,ACTIVE,ACTIVE,CHASSIS-SYN-000152,ENGINE-SYN-000152,GA12,dataset\NumberPlate_Annotated_Dataset-main\Images\GA12.jpg,SYNTHETIC_PROTOTYPE
VH-000153,PB08DT7342,PB,Car,NO,Toyota,Innova,Grey,Southern Freight,EXPIRED,2026-03-16,VALID,2027-01-24,VALID,2027-07-20,VALID,2026-12-16,FT-000153,ACTIVE,ACTIVE,CHASSIS-SYN-000153,ENGINE-SYN-000153,PB13,dataset\NumberPlate_Annotated_Dataset-main\Images\PB13.jpg,SYNTHETIC_PROTOTYPE
VH-000154,BR33M0001,BR,Car,NO,Toyota,Innova,Silver,Apex Logistics,VALID,2027-08-25,VALID,2028-07-25,VALID,2026-12-28,VALID,2026-11-28,FT-000154,ACTIVE,ACTIVE,CHASSIS-SYN-000154,ENGINE-SYN-000154,BR16,dataset\NumberPlate_Annotated_Dataset-main\Images\BR16.jpg,SYNTHETIC_PROTOTYPE
VH-000155,SK01T3794,SK,Car,NO,Toyota,Innova,Grey,Chennai Cargo,VALID,2028-07-27,VALID,2028-03-05,VALID,2027-09-18,VALID,2027-05-28,FT-000155,ACTIVE,ACTIVE,CHASSIS-SYN-000155,ENGINE-SYN-000155,SK2,dataset\NumberPlate_Annotated_Dataset-main\Images\SK2.jpg,SYNTHETIC_PROTOTYPE
VH-000156,ML04C4738,ML,Truck,YES,Tata,Prima,White,National Route Logistics,VALID,2027-01-10,VALID,2028-02-23,VALID,2027-08-09,VALID,2027-08-03,FT-000156,ACTIVE,ACTIVE,CHASSIS-SYN-000156,ENGINE-SYN-000156,ML29,dataset\NumberPlate_Annotated_Dataset-main\Images\ML29.jpg,SYNTHETIC_PROTOTYPE
VH-000157,PB02DY7380,PB,Mini Truck,YES,Mahindra,Bolero Pickup,Red,Kaveri Transport,VALID,2027-04-04,VALID,2028-06-23,VALID,2027-04-13,VALID,2027-09-14,FT-000157,ACTIVE,ACTIVE,CHASSIS-SYN-000157,ENGINE-SYN-000157,PB24,dataset\NumberPlate_Annotated_Dataset-main\Images\PB24.jpg,SYNTHETIC_PROTOTYPE
VH-000158,TN69AJ4455,TN,Car,NO,Maruti,Ertiga,Yellow,Kaveri Transport,VALID,2028-02-05,VALID,2027-01-13,VALID,2027-04-13,VALID,2027-07-08,FT-000158,ACTIVE,ACTIVE,CHASSIS-SYN-000158,ENGINE-SYN-000158,TN10,dataset\NumberPlate_Annotated_Dataset-main\Images\TN10.jpg,SYNTHETIC_PROTOTYPE
VH-000159,GJ01KC9959,GJ,Truck,YES,Tata,Prima,Black,Metro Transit,VALID,2027-09-21,EXPIRED,2026-07-22,VALID,2027-01-09,VALID,2027-06-13,FT-000159,ACTIVE,ACTIVE,CHASSIS-SYN-000159,ENGINE-SYN-000159,GJ16,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ16.jpg,SYNTHETIC_PROTOTYPE
VH-000160,PB10EE0888,PB,Car,NO,Toyota,Innova,Grey,Kaveri Transport,VALID,2028-06-13,VALID,2026-11-04,VALID,2027-03-22,VALID,2027-05-08,FT-000160,ACTIVE,ACTIVE,CHASSIS-SYN-000160,ENGINE-SYN-000160,PB29,dataset\NumberPlate_Annotated_Dataset-main\Images\PB29.jpg,SYNTHETIC_PROTOTYPE
VH-000161,BR01AZ6290,BR,Car,NO,Toyota,Innova,White,Apex Logistics,VALID,2026-12-12,VALID,2027-10-27,VALID,2027-08-22,VALID,2027-01-21,FT-000161,ACTIVE,ACTIVE,CHASSIS-SYN-000161,ENGINE-SYN-000161,BR3,dataset\NumberPlate_Annotated_Dataset-main\Images\BR3.jpg,SYNTHETIC_PROTOTYPE
VH-000162,ML137827,ML,Car,NO,Maruti,Ertiga,Grey,Chennai Cargo,VALID,2028-06-03,VALID,2027-05-14,VALID,2027-05-15,VALID,2026-11-16,FT-000162,ACTIVE,ACTIVE,CHASSIS-SYN-000162,ENGINE-SYN-000162,ML20,dataset\NumberPlate_Annotated_Dataset-main\Images\ML20.jpg,SYNTHETIC_PROTOTYPE
VH-000163,TR05B0308,TR,Truck,YES,Ashok Leyland,AVTR,Black,Sri Lakshmi Logistics,VALID,2026-11-13,VALID,2027-02-14,VALID,2027-01-18,EXPIRED,2026-08-17,FT-000163,ACTIVE,ACTIVE,CHASSIS-SYN-000163,ENGINE-SYN-000163,TR1,dataset\NumberPlate_Annotated_Dataset-main\Images\TR1.jpg,SYNTHETIC_PROTOTYPE
VH-000164,HP64B3380,HP,Bike,NO,Bajaj,Pulsar,Black,Apex Logistics,VALID,2028-08-03,VALID,2026-11-02,VALID,2027-04-04,VALID,2027-09-12,FT-000164,ACTIVE,ACTIVE,CHASSIS-SYN-000164,ENGINE-SYN-000164,HP22,dataset\NumberPlate_Annotated_Dataset-main\Images\HP22.jpg,SYNTHETIC_PROTOTYPE
VH-000165,WB171717,WB,Bike,NO,Honda,Shine,Red,Sri Lakshmi Logistics,EXPIRED,2026-01-21,VALID,2027-05-16,VALID,2027-02-03,VALID,2026-12-01,FT-000165,ACTIVE,ACTIVE,CHASSIS-SYN-000165,ENGINE-SYN-000165,WB20,dataset\NumberPlate_Annotated_Dataset-main\Images\WB20.jpg,SYNTHETIC_PROTOTYPE
VH-000166,UP78DB3730,UP,Truck,YES,Ashok Leyland,AVTR,Blue,GreenLine Transport,VALID,2028-03-06,VALID,2027-05-31,VALID,2026-12-11,VALID,2027-01-03,FT-000166,ACTIVE,ACTIVE,CHASSIS-SYN-000166,ENGINE-SYN-000166,UP10,dataset\NumberPlate_Annotated_Dataset-main\Images\UP10.jpg,SYNTHETIC_PROTOTYPE
VH-000167,GA02J2129,GA,Truck,YES,Ashok Leyland,AVTR,Yellow,Chennai Cargo,VALID,2028-05-19,VALID,2027-11-09,VALID,2026-12-26,VALID,2027-04-23,FT-000167,ACTIVE,ACTIVE,CHASSIS-SYN-000167,ENGINE-SYN-000167,GA6,dataset\NumberPlate_Annotated_Dataset-main\Images\GA6.jpg,SYNTHETIC_PROTOTYPE
VH-000168,AP31BL2833,AP,Truck,YES,Tata,Prima,Blue,Southern Freight,VALID,2026-12-04,VALID,2028-05-26,VALID,2027-07-17,VALID,2026-11-06,FT-000168,ACTIVE,ACTIVE,CHASSIS-SYN-000168,ENGINE-SYN-000168,AP45,dataset\NumberPlate_Annotated_Dataset-main\Images\AP45.jpg,SYNTHETIC_PROTOTYPE
VH-000169,AN01P9687,AN,Mini Truck,YES,Ashok Leyland,Dost,Silver,Chennai Cargo,VALID,2029-01-12,VALID,2027-03-26,VALID,2026-12-07,VALID,2027-08-28,FT-000169,ACTIVE,ACTIVE,CHASSIS-SYN-000169,ENGINE-SYN-000169,AN1,dataset\NumberPlate_Annotated_Dataset-main\Images\AN1.jpg,SYNTHETIC_PROTOTYPE
VH-000170,AS01BS4362,AS,Truck,YES,Ashok Leyland,AVTR,Yellow,Tamil Fleet Services,VALID,2028-08-29,VALID,2027-11-22,VALID,2026-11-16,VALID,2027-07-07,FT-000170,ACTIVE,ACTIVE,CHASSIS-SYN-000170,ENGINE-SYN-000170,AS25,dataset\NumberPlate_Annotated_Dataset-main\Images\AS25.jpg,SYNTHETIC_PROTOTYPE
VH-000171,HP12C3766,HP,Mini Truck,YES,Ashok Leyland,Dost,Grey,Apex Logistics,VALID,2028-06-25,VALID,2028-08-14,VALID,2027-04-16,VALID,2027-07-10,FT-000171,ACTIVE,ACTIVE,CHASSIS-SYN-000171,ENGINE-SYN-000171,HP7,dataset\NumberPlate_Annotated_Dataset-main\Images\HP7.jpg,SYNTHETIC_PROTOTYPE
VH-000172,DL3CCK8019,DL,Truck,YES,Ashok Leyland,AVTR,White,GreenLine Transport,VALID,2027-04-20,EXPIRED,2026-04-16,VALID,2027-03-18,VALID,2026-12-13,FT-000172,ACTIVE,ACTIVE,CHASSIS-SYN-000172,ENGINE-SYN-000172,DL24,dataset\NumberPlate_Annotated_Dataset-main\Images\DL24.jpg,SYNTHETIC_PROTOTYPE
VH-000173,ML064696,ML,Car,NO,Toyota,Innova,Blue,National Route Logistics,VALID,2026-10-22,VALID,2027-03-01,VALID,2026-12-06,VALID,2027-05-31,FT-000173,ACTIVE,ACTIVE,CHASSIS-SYN-000173,ENGINE-SYN-000173,ML38,dataset\NumberPlate_Annotated_Dataset-main\Images\ML38.jpg,SYNTHETIC_PROTOTYPE
VH-000174,CG07MA7848,CG,Bus,YES,Volvo,9400,Grey,Kaveri Transport,VALID,2028-11-12,VALID,2026-11-03,VALID,2027-09-14,VALID,2027-08-10,FT-000174,ACTIVE,ACTIVE,CHASSIS-SYN-000174,ENGINE-SYN-000174,CG19,dataset\NumberPlate_Annotated_Dataset-main\Images\CG19.jpg,SYNTHETIC_PROTOTYPE
VH-000175,SK01PA5349,SK,Truck,YES,Tata,Prima,Blue,Tamil Fleet Services,VALID,2026-10-27,VALID,2028-08-18,VALID,2027-08-06,VALID,2027-09-07,FT-000175,ACTIVE,ACTIVE,CHASSIS-SYN-000175,ENGINE-SYN-000175,SK8,dataset\NumberPlate_Annotated_Dataset-main\Images\SK8.jpg,SYNTHETIC_PROTOTYPE
VH-000176,DL1CT2782,DL,Truck,YES,Ashok Leyland,AVTR,White,Southern Freight,VALID,2028-12-14,VALID,2027-02-11,VALID,2027-03-30,VALID,2027-06-17,FT-000176,ACTIVE,ACTIVE,CHASSIS-SYN-000176,ENGINE-SYN-000176,DL19,dataset\NumberPlate_Annotated_Dataset-main\Images\DL19.jpg,SYNTHETIC_PROTOTYPE
VH-000177,ML05J8950,ML,Car,NO,Toyota,Innova,Grey,Metro Transit,EXPIRED,2026-07-15,VALID,2026-10-31,VALID,2027-01-28,VALID,2026-12-02,FT-000177,ACTIVE,ACTIVE,CHASSIS-SYN-000177,ENGINE-SYN-000177,ML31,dataset\NumberPlate_Annotated_Dataset-main\Images\ML31.jpg,SYNTHETIC_PROTOTYPE
VH-000178,ML05G3474,ML,Mini Truck,YES,Mahindra,Bolero Pickup,Black,Kaveri Transport,VALID,2028-11-22,VALID,2028-06-27,VALID,2027-04-22,VALID,2027-04-01,FT-000178,ACTIVE,ACTIVE,CHASSIS-SYN-000178,ENGINE-SYN-000178,ML35,dataset\NumberPlate_Annotated_Dataset-main\Images\ML35.jpg,SYNTHETIC_PROTOTYPE
VH-000179,MZ01G9825,MZ,Mini Truck,YES,Mahindra,Bolero Pickup,White,GreenLine Transport,VALID,2026-10-23,VALID,2027-05-11,VALID,2027-06-08,VALID,2027-09-12,FT-000179,ACTIVE,ACTIVE,CHASSIS-SYN-000179,ENGINE-SYN-000179,MZ1,dataset\NumberPlate_Annotated_Dataset-main\Images\MZ1.jpg,SYNTHETIC_PROTOTYPE
VH-000180,KA19MF1763,KA,Mini Truck,YES,Ashok Leyland,Dost,Black,Sri Lakshmi Logistics,VALID,2027-08-22,VALID,2028-05-24,VALID,2027-02-27,VALID,2027-05-17,FT-000180,ACTIVE,ACTIVE,CHASSIS-SYN-000180,ENGINE-SYN-000180,KA20,dataset\NumberPlate_Annotated_Dataset-main\Images\KA20.jpg,SYNTHETIC_PROTOTYPE
VH-000181,DL40NA7238,DL,Truck,YES,Ashok Leyland,AVTR,Yellow,Sri Lakshmi Logistics,VALID,2026-10-27,EXPIRED,2026-04-20,VALID,2027-03-09,VALID,2027-01-12,FT-000181,KYC_PENDING,ACTIVE,CHASSIS-SYN-000181,ENGINE-SYN-000181,DL28,dataset\NumberPlate_Annotated_Dataset-main\Images\DL28.jpg,SYNTHETIC_PROTOTYPE
VH-000182,AS06Z0841,AS,Bus,YES,Tata,Starbus,Silver,Southern Freight,VALID,2028-04-13,VALID,2027-10-30,VALID,2027-04-10,VALID,2027-03-12,FT-000182,ACTIVE,ACTIVE,CHASSIS-SYN-000182,ENGINE-SYN-000182,AS26,dataset\NumberPlate_Annotated_Dataset-main\Images\AS26.jpg,SYNTHETIC_PROTOTYPE
VH-000183,HR26CC7676,HR,Truck,YES,Tata,Prima,Grey,Sri Lakshmi Logistics,VALID,2028-01-29,VALID,2028-06-13,VALID,2027-06-03,VALID,2027-05-06,FT-000183,ACTIVE,ACTIVE,CHASSIS-SYN-000183,ENGINE-SYN-000183,HR5,dataset\NumberPlate_Annotated_Dataset-main\Images\HR5.jpg,SYNTHETIC_PROTOTYPE
VH-000184,GJ18BD5216,GJ,Truck,YES,Tata,Prima,Black,Chennai Cargo,VALID,2029-02-21,VALID,2028-01-27,VALID,2027-07-28,VALID,2026-12-09,FT-000184,ACTIVE,ACTIVE,CHASSIS-SYN-000184,ENGINE-SYN-000184,GJ22,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ22.jpg,SYNTHETIC_PROTOTYPE
VH-000185,UP32KW7325,UP,Mini Truck,YES,Mahindra,Bolero Pickup,Red,GreenLine Transport,VALID,2028-03-30,VALID,2028-09-05,VALID,2026-11-28,VALID,2027-02-25,FT-000185,INACTIVE,ACTIVE,CHASSIS-SYN-000185,ENGINE-SYN-000185,UP16,dataset\NumberPlate_Annotated_Dataset-main\Images\UP16.jpg,SYNTHETIC_PROTOTYPE
VH-000186,DL9CAV1739,DL,Car,NO,Toyota,Innova,White,Tamil Fleet Services,VALID,2027-03-02,VALID,2028-07-05,VALID,2027-04-24,VALID,2027-09-03,FT-000186,ACTIVE,ACTIVE,CHASSIS-SYN-000186,ENGINE-SYN-000186,DL16,dataset\NumberPlate_Annotated_Dataset-main\Images\DL16.jpg,SYNTHETIC_PROTOTYPE
VH-000187,WB06J4432,WB,Truck,YES,Ashok Leyland,AVTR,Grey,GreenLine Transport,VALID,2027-03-02,VALID,2028-03-22,VALID,2026-12-02,VALID,2026-12-03,FT-000187,ACTIVE,ACTIVE,CHASSIS-SYN-000187,ENGINE-SYN-000187,WB8,dataset\NumberPlate_Annotated_Dataset-main\Images\WB8.jpg,SYNTHETIC_PROTOTYPE
VH-000188,JH01AM0100,JH,Bike,NO,Honda,Shine,Red,Metro Transit,VALID,2028-12-08,VALID,2027-07-12,VALID,2027-01-31,VALID,2026-12-16,FT-000188,ACTIVE,ACTIVE,CHASSIS-SYN-000188,ENGINE-SYN-000188,JH2,dataset\NumberPlate_Annotated_Dataset-main\Images\JH2.jpg,SYNTHETIC_PROTOTYPE
VH-000189,JK01AF0310,JK,Mini Truck,YES,Tata,407,Blue,Apex Logistics,VALID,2029-02-01,VALID,2027-11-12,EXPIRED,2026-06-10,VALID,2027-07-20,FT-000189,ACTIVE,ACTIVE,CHASSIS-SYN-000189,ENGINE-SYN-000189,JK29,dataset\NumberPlate_Annotated_Dataset-main\Images\JK29.jpg,SYNTHETIC_PROTOTYPE
VH-000190,HP36E3330,HP,Bus,YES,Ashok Leyland,Viking,Grey,Southern Freight,VALID,2028-01-10,VALID,2027-11-01,VALID,2027-03-19,EXPIRED,2026-08-21,FT-000190,ACTIVE,ACTIVE,CHASSIS-SYN-000190,ENGINE-SYN-000190,HP12,dataset\NumberPlate_Annotated_Dataset-main\Images\HP12.jpg,SYNTHETIC_PROTOTYPE
VH-000191,GJ23CC8798,GJ,Bus,YES,Ashok Leyland,Viking,White,Sri Lakshmi Logistics,VALID,2027-04-17,VALID,2028-07-11,VALID,2027-02-06,VALID,2027-07-13,FT-000191,ACTIVE,ACTIVE,CHASSIS-SYN-000191,ENGINE-SYN-000191,GJ24,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ24.jpg,SYNTHETIC_PROTOTYPE
VH-000192,PY01AH9067,PY,Car,NO,Maruti,Ertiga,Blue,Metro Transit,EXPIRED,2025-12-19,VALID,2028-08-04,VALID,2027-07-30,VALID,2027-02-22,FT-000192,ACTIVE,ACTIVE,CHASSIS-SYN-000192,ENGINE-SYN-000192,PY12,dataset\NumberPlate_Annotated_Dataset-main\Images\PY12.jpg,SYNTHETIC_PROTOTYPE
VH-000193,OR05AC0422,OR,Mini Truck,YES,Mahindra,Bolero Pickup,Grey,Kaveri Transport,VALID,2028-03-28,VALID,2026-12-28,VALID,2027-03-12,VALID,2026-10-31,FT-000193,ACTIVE,ACTIVE,CHASSIS-SYN-000193,ENGINE-SYN-000193,OD22,dataset\NumberPlate_Annotated_Dataset-main\Images\OD22.jpg,SYNTHETIC_PROTOTYPE
VH-000194,SK05T0338,SK,Bus,YES,Volvo,9400,Black,Coastal Commercials,VALID,2026-12-05,VALID,2028-05-27,VALID,2027-09-21,VALID,2027-04-02,FT-000194,ACTIVE,ACTIVE,CHASSIS-SYN-000194,ENGINE-SYN-000194,SK13,dataset\NumberPlate_Annotated_Dataset-main\Images\SK13.jpg,SYNTHETIC_PROTOTYPE
VH-000195,OD14E3131,OD,Truck,YES,Tata,Prima,Blue,Tamil Fleet Services,VALID,2027-11-20,VALID,2028-03-26,VALID,2027-04-21,EXPIRED,2026-09-07,FT-000195,ACTIVE,ACTIVE,CHASSIS-SYN-000195,ENGINE-SYN-000195,OD5,dataset\NumberPlate_Annotated_Dataset-main\Images\OD5.jpg,SYNTHETIC_PROTOTYPE
VH-000196,PB07BY3563,PB,Bus,YES,Ashok Leyland,Viking,Red,National Route Logistics,VALID,2029-02-19,VALID,2027-02-28,EXPIRED,2026-09-03,VALID,2027-07-16,FT-000196,ACTIVE,ACTIVE,CHASSIS-SYN-000196,ENGINE-SYN-000196,PB12,dataset\NumberPlate_Annotated_Dataset-main\Images\PB12.jpg,SYNTHETIC_PROTOTYPE
VH-000197,BR44E1206,BR,Bus,YES,Volvo,9400,Grey,Kaveri Transport,VALID,2027-03-23,VALID,2027-07-20,VALID,2026-10-31,VALID,2027-04-24,FT-000197,ACTIVE,ACTIVE,CHASSIS-SYN-000197,ENGINE-SYN-000197,BR7,dataset\NumberPlate_Annotated_Dataset-main\Images\BR7.jpg,SYNTHETIC_PROTOTYPE
VH-000198,TS09UA7948,TS,Truck,YES,Ashok Leyland,AVTR,Grey,Kaveri Transport,VALID,2028-11-20,VALID,2027-10-09,VALID,2027-06-21,VALID,2026-12-17,FT-000198,ACTIVE,SUSPENDED,CHASSIS-SYN-000198,ENGINE-SYN-000198,TS12,dataset\NumberPlate_Annotated_Dataset-main\Images\TS12.jpg,SYNTHETIC_PROTOTYPE
VH-000199,JK11B4928,JK,Bike,NO,TVS,Apache,White,Chennai Cargo,VALID,2027-08-22,VALID,2027-03-17,VALID,2027-03-05,VALID,2026-11-26,FT-000199,ACTIVE,ACTIVE,CHASSIS-SYN-000199,ENGINE-SYN-000199,JK7,dataset\NumberPlate_Annotated_Dataset-main\Images\JK7.jpg,SYNTHETIC_PROTOTYPE
VH-000200,KL16U8863,KL,Mini Truck,YES,Ashok Leyland,Dost,Grey,Sri Lakshmi Logistics,VALID,2028-05-27,VALID,2026-10-31,VALID,2027-07-10,VALID,2027-01-11,FT-000200,ACTIVE,ACTIVE,CHASSIS-SYN-000200,ENGINE-SYN-000200,KL9,dataset\NumberPlate_Annotated_Dataset-main\Images\KL9.jpg,SYNTHETIC_PROTOTYPE
VH-000201,HR01W0080,HR,Mini Truck,YES,Mahindra,Bolero Pickup,Grey,Kaveri Transport,VALID,2028-03-03,VALID,2027-10-01,VALID,2026-12-22,VALID,2027-06-20,FT-000201,ACTIVE,ACTIVE,CHASSIS-SYN-000201,ENGINE-SYN-000201,HR7,dataset\NumberPlate_Annotated_Dataset-main\Images\HR7.jpg,SYNTHETIC_PROTOTYPE
VH-000202,ML10C2674,ML,Car,NO,Maruti,Ertiga,Red,National Route Logistics,VALID,2027-12-29,VALID,2027-04-01,VALID,2027-06-29,VALID,2026-12-30,FT-000202,ACTIVE,ACTIVE,CHASSIS-SYN-000202,ENGINE-SYN-000202,ML32,dataset\NumberPlate_Annotated_Dataset-main\Images\ML32.jpg,SYNTHETIC_PROTOTYPE
VH-000203,WB26K2760,WB,Bike,NO,Honda,Shine,Black,Sri Lakshmi Logistics,VALID,2029-02-01,VALID,2027-02-08,VALID,2027-06-22,VALID,2027-07-15,FT-000203,ACTIVE,ACTIVE,CHASSIS-SYN-000203,ENGINE-SYN-000203,WB13,dataset\NumberPlate_Annotated_Dataset-main\Images\WB13.jpg,SYNTHETIC_PROTOTYPE
VH-000204,SK01PB5004,SK,Truck,YES,BharatBenz,3123R,Silver,Chennai Cargo,VALID,2029-02-08,VALID,2028-07-05,VALID,2027-09-15,VALID,2027-09-21,FT-000204,ACTIVE,ACTIVE,CHASSIS-SYN-000204,ENGINE-SYN-000204,SK10,dataset\NumberPlate_Annotated_Dataset-main\Images\SK10.jpg,SYNTHETIC_PROTOTYPE
VH-000205,PB10DV5354,PB,Truck,YES,Ashok Leyland,AVTR,Red,Chennai Cargo,VALID,2028-11-01,VALID,2027-11-14,VALID,2027-05-17,VALID,2027-07-08,FT-000205,ACTIVE,ACTIVE,CHASSIS-SYN-000205,ENGINE-SYN-000205,PB7,dataset\NumberPlate_Annotated_Dataset-main\Images\PB7.jpg,SYNTHETIC_PROTOTYPE
VH-000206,UP79L0567,UP,Truck,YES,BharatBenz,3123R,Blue,GreenLine Transport,VALID,2026-12-23,VALID,2026-11-20,VALID,2027-06-09,VALID,2027-09-11,FT-000206,ACTIVE,ACTIVE,CHASSIS-SYN-000206,ENGINE-SYN-000206,UP15,dataset\NumberPlate_Annotated_Dataset-main\Images\UP15.jpg,SYNTHETIC_PROTOTYPE
VH-000207,TR01AS0609,TR,Truck,YES,Ashok Leyland,AVTR,Grey,Apex Logistics,VALID,2028-09-05,VALID,2028-03-25,VALID,2027-06-17,VALID,2026-12-23,FT-000207,ACTIVE,ACTIVE,CHASSIS-SYN-000207,ENGINE-SYN-000207,TR9,dataset\NumberPlate_Annotated_Dataset-main\Images\TR9.jpg,SYNTHETIC_PROTOTYPE
VH-000208,ML05K9494,ML,Truck,YES,Tata,Prima,Yellow,GreenLine Transport,VALID,2027-05-08,VALID,2028-04-09,VALID,2027-06-11,VALID,2026-12-21,FT-000208,ACTIVE,ACTIVE,CHASSIS-SYN-000208,ENGINE-SYN-000208,ML27,dataset\NumberPlate_Annotated_Dataset-main\Images\ML27.jpg,SYNTHETIC_PROTOTYPE
VH-000209,KA05MF1762,KA,Truck,YES,Ashok Leyland,AVTR,Red,Chennai Cargo,VALID,2028-08-22,VALID,2027-01-01,VALID,2027-08-10,VALID,2026-11-03,FT-000209,ACTIVE,ACTIVE,CHASSIS-SYN-000209,ENGINE-SYN-000209,KA2,dataset\NumberPlate_Annotated_Dataset-main\Images\KA2.jpg,SYNTHETIC_PROTOTYPE
VH-000210,MH12HF5057,MH,Bus,YES,Ashok Leyland,Viking,Yellow,Metro Transit,VALID,2027-07-08,VALID,2027-03-27,VALID,2027-06-12,VALID,2027-02-09,FT-000210,ACTIVE,ACTIVE,CHASSIS-SYN-000210,ENGINE-SYN-000210,MH26,dataset\NumberPlate_Annotated_Dataset-main\Images\MH26.jpg,SYNTHETIC_PROTOTYPE
VH-000211,GA06E3855,GA,Truck,YES,BharatBenz,3123R,White,Sri Lakshmi Logistics,VALID,2027-03-19,VALID,2028-05-01,VALID,2027-02-06,VALID,2027-08-02,FT-000211,ACTIVE,ACTIVE,CHASSIS-SYN-000211,ENGINE-SYN-000211,GA9,dataset\NumberPlate_Annotated_Dataset-main\Images\GA9.jpg,SYNTHETIC_PROTOTYPE
