transaction_id,registration_number,fastag_id,toll_plaza,timestamp,transaction_status,amount,event_type
FT-TXN-000420,AS23X5585,FT-000420,Madurai Toll Plaza,2026-09-22T12:12:00,SUCCESS,70.72,NORMAL
FT-TXN-000421,DL2CAX2886,FT-000421,Coimbatore Toll Plaza,2026-09-22T17:11:00,SUCCESS,58.68,NORMAL
FT-TXN-000422,ML06A1659,FT-000422,Coimbatore Toll Plaza,2026-09-22T14:25:00,SUCCESS,113.8,NORMAL
FT-TXN-000423,OR05AN4494,FT-000423,Chennai Toll Plaza,2026-09-22T16:21:00,SUCCESS,197.59,NORMAL
FT-TXN-000424,CH01AF1382,FT-000424,Trichy Toll Plaza,2026-09-22T10:26:00,SUCCESS,68.24,NORMAL
FT-TXN-000425,NL01CB433,FT-000425,Thanjavur Toll Plaza,2026-09-22T12:27:00,SUCCESS,215.62,NORMAL
FT-TXN-000426,AR168272,FT-000426,Salem Toll Plaza,2026-09-22T17:48:00,SUCCESS,178.31,NORMAL
FT-TXN-000427,KA02MF3336,FT-000427,Salem Toll Plaza,2026-09-22T08:27:00,SUCCESS,84.69,NORMAL
FT-TXN-000428,UP45Q3028,FT-000428,Tirunelveli Toll Plaza,2026-09-22T17:42:00,SUCCESS,73.2,NORMAL
FT-TXN-000429,DL9C0S1537,FT-000429,Tirunelveli Toll Plaza,2026-09-22T15:51:00,SUCCESS,90.8,NORMAL
FT-TXN-000430,PY01AP0555,FT-000430,Salem Toll Plaza,2026-09-22T14:50:00,SUCCESS,151.0,NORMAL
FT-TXN-000431,PY055353,FT-000431,Trichy Toll Plaza,2026-09-22T13:56:00,SUCCESS,103.27,NORMAL
FT-TXN-000432,UK07AA2432,FT-000432,Vellore Toll Plaza,2026-09-22T19:17:00,SUCCESS,173.37,NORMAL
FT-TXN-000433,HP2020TR6255G,FT-000433,Chennai Toll Plaza,2026-09-22T13:20:00,SUCCESS,213.91,NORMAL
FT-TXN-000434,BR01BL6628,FT-000434,Chennai Toll Plaza,2026-09-22T11:49:00,SUCCESS,98.08,NORMAL
FT-TXN-000435,PB08DY4824,FT-000435,Tirunelveli Toll Plaza,2026-09-22T13:52:00,SUCCESS,160.13,NORMAL
FT-TXN-000436,WB02AD4162,FT-000436,Chennai Toll Plaza,2026-09-22T13:05:00,SUCCESS,153.33,NORMAL
FT-TXN-000437,JK01R8021,FT-000437,Salem Toll Plaza,2026-09-22T08:17:00,SUCCESS,86.36,NORMAL
FT-TXN-000438,AN01H0908,FT-000438,Trichy Toll Plaza,2026-09-22T09:43:00,SUCCESS,209.22,NORMAL
FT-TXN-000439,BF06P00006,FT-000439,Trichy Toll Plaza,2026-09-22T14:59:00,SUCCESS,45.1,NORMAL
FT-TXN-000440,AR152019,FT-000440,Salem Toll Plaza,2026-09-22T10:10:00,SUCCESS,185.74,NORMAL
FT-TXN-000441,MP09CK4943,FT-000441,Thanjavur Toll Plaza,2026-09-22T19:03:00,SUCCESS,173.65,NORMAL
FT-TXN-000442,AR01F2523,FT-000442,Chennai Toll Plaza,2026-09-22T17:14:00,SUCCESS,118.86,NORMAL
FT-TXN-000443,KA04MK0368,FT-000443,Madurai Toll Plaza,2026-09-22T08:45:00,SUCCESS,172.25,NORMAL
FT-TXN-000444,GJ01RN4259,FT-000444,Madurai Toll Plaza,2026-09-22T08:05:00,SUCCESS,100.37,NORMAL
FT-TXN-000445,CG04HA4553,FT-000445,Salem Toll Plaza,2026-09-22T09:25:00,SUCCESS,129.71,NORMAL
FT-TXN-000446,SK01PA7708,FT-000446,Vellore Toll Plaza,2026-09-22T09:14:00,SUCCESS,106.59,NORMAL
FT-TXN-000447,HR26BK8597,FT-000447,Trichy Toll Plaza,2026-09-22T12:26:00,SUCCESS,126.37,NORMAL
FT-TXN-000448,WB20AG9041,FT-000448,Vellore Toll Plaza,2026-09-22T11:16:00,SUCCESS,161.93,NORMAL
FT-TXN-000449,GA03P2839,FT-000449,Salem Toll Plaza,2026-09-22T08:11:00,SUCCESS,81.39,NORMAL
FT-TXN-000450,HR01H4731,FT-000450,Chennai Toll Plaza,2026-09-22T11:26:00,SUCCESS,59.14,NORMAL
FT-TXN-000451,AS01DG6002,FT-000451,Salem Toll Plaza,2026-09-22T11:48:00,SUCCESS,121.68,NORMAL
FT-TXN-000452,AP39DL3537,FT-000452,Coimbatore Toll Plaza,2026-09-22T13:24:00,SUCCESS,150.07,NORMAL
FT-TXN-000453,OD02V0007,FT-000453,Chennai Toll Plaza,2026-09-22T14:05:00,SUCCESS,217.43,NORMAL
FT-TXN-000454,OD021481,FT-000454,Thanjavur Toll Plaza,2026-09-22T14:47:00,SUCCESS,173.78,NORMAL
FT-TXN-000455,JK02AJ1525,FT-000455,Chennai Toll Plaza,2026-09-22T09:02:00,SUCCESS,120.24,NORMAL
FT-TXN-000456,DL9CAE1359,FT-000456,Thanjavur Toll Plaza,2026-09-22T18:50:00,SUCCESS,85.06,NORMAL
FT-TXN-000457,HR26EJ7668,FT-000457,Salem Toll Plaza,2026-09-22T19:06:00,SUCCESS,152.54,NORMAL
FT-TXN-000458,JH01BC5210,FT-000458,Trichy Toll Plaza,2026-09-22T12:17:00,SUCCESS,87.26,NORMAL
FT-TXN-000459,UP16BD4866,FT-000459,Chennai Toll Plaza,2026-09-22T18:46:00,SUCCESS,164.03,NORMAL
FT-TXN-000460,PY01AW2814,FT-000460,Chennai Toll Plaza,2026-09-22T08:39:00,SUCCESS,162.74,NORMAL
FT-TXN-000461,PB31R8123,FT-000461,Trichy Toll Plaza,2026-09-22T13:43:00,SUCCESS,155.91,NORMAL
FT-TXN-000462,ML05L1434,FT-000462,Vellore Toll Plaza,2026-09-22T18:09:00,SUCCESS,64.72,NORMAL
FT-TXN-000463,DL8CAL4134,FT-000463,Madurai Toll Plaza,2026-09-22T18:19:00,SUCCESS,121.97,NORMAL
FT-TXN-000464,JK02AK8967,FT-000464,Trichy Toll Plaza,2026-09-22T09:54:00,SUCCESS,60.1,NORMAL
FT-TXN-000465,KA01MB9714,FT-000465,Thanjavur Toll Plaza,2026-09-22T19:38:00,SUCCESS,147.67,NORMAL
FT-TXN-000466,GJ7AG4373,FT-000466,Tirunelveli Toll Plaza,2026-09-22T12:59:00,SUCCESS,145.66,NORMAL
FT-TXN-000467,HP719898,FT-000467,Vellore Toll Plaza,2026-09-22T13:48:00,SUCCESS,98.59,NORMAL
FT-TXN-000468,DL4CAM9066,FT-000468,Trichy Toll Plaza,2026-09-22T14:36:00,SUCCESS,103.14,NORMAL
FT-TXN-000469,DL2CH8634,FT-000469,Madurai Toll Plaza,2026-09-22T09:10:00,SUCCESS,86.5,NORMAL
FT-TXN-000470,PB23S8600,FT-000470,Tirunelveli Toll Plaza,2026-09-22T16:16:00,SUCCESS,128.61,NORMAL
FT-TXN-000471,MH05EQ4066,FT-000471,Coimbatore Toll Plaza,2026-09-22T08:09:00,SUCCESS,72.43,NORMAL
FT-TXN-000472,NL07CA7631,FT-000472,Vellore Toll Plaza,2026-09-22T13:32:00,SUCCESS,59.05,NORMAL
FT-TXN-000473,OR08F1001,FT-000473,Madurai Toll Plaza,2026-09-22T17:47:00,SUCCESS,153.29,NORMAL
FT-TXN-000474,MH43X8997,FT-000474,Thanjavur Toll Plaza,2026-09-22T08:10:00,SUCCESS,137.58,NORMAL
FT-TXN-000475,GJ06KP8508,FT-000475,Tirunelveli Toll Plaza,2026-09-22T10:11:00,SUCCESS,172.08,NORMAL
FT-TXN-000476,TS11EQ2914,FT-000476,Thanjavur Toll Plaza,2026-09-22T11:00:00,SUCCESS,68.6,NORMAL
FT-TXN-000477,CG22H7740,FT-000477,Salem Toll Plaza,2026-09-22T12:50:00,SUCCESS,79.82,NORMAL
FT-TXN-000478,DL12CS7886,FT-000478,Vellore Toll Plaza,2026-09-22T09:50:00,SUCCESS,64.12,NORMAL
FT-TXN-000479,TR01E2157,FT-000479,Salem Toll Plaza,2026-09-22T16:14:00,SUCCESS,187.46,NORMAL
FT-TXN-000480,AN01H1689,FT-000480,Vellore Toll Plaza,2026-09-22T14:26:00,SUCCESS,117.85,NORMAL
FT-TXN-000481,CH03K7672,FT-000481,Salem Toll Plaza,2026-09-22T19:59:00,SUCCESS,162.87,NORMAL
FT-TXN-000482,BR01PL7594,FT-000482,Vellore Toll Plaza,2026-09-22T19:16:00,SUCCESS,197.13,NORMAL
FT-TXN-000483,GA03R9230,FT-000483,Madurai Toll Plaza,2026-09-22T12:57:00,SUCCESS,170.9,NORMAL
FT-TXN-000484,CH01AX9090,FT-000484,Coimbatore Toll Plaza,2026-09-22T18:19:00,SUCCESS,61.5,NORMAL
FT-TXN-000485,CH01A09331,FT-000485,Madurai Toll Plaza,2026-09-22T10:57:00,SUCCESS,135.24,NORMAL
FT-TXN-000486,OD33L2616,FT-000486,Chennai Toll Plaza,2026-09-22T12:16:00,SUCCESS,51.45,NORMAL
FT-TXN-000487,AP31BL8656,FT-000487,Chennai Toll Plaza,2026-09-22T10:19:00,SUCCESS,165.01,NORMAL
FT-TXN-000488,MH06AB8620,FT-000488,Tirunelveli Toll Plaza,2026-09-22T10:55:00,SUCCESS,81.91,NORMAL
FT-TXN-000489,GJ01HM5887,FT-000489,Thanjavur Toll Plaza,2026-09-22T18:15:00,SUCCESS,69.23,NORMAL
FT-TXN-000490,MP09CQ9712,FT-000490,Thanjavur Toll Plaza,2026-09-22T09:07:00,SUCCESS,163.8,NORMAL
FT-TXN-000491,AR200692,FT-000491,Vellore Toll Plaza,2026-09-22T19:38:00,SUCCESS,175.39,NORMAL
FT-TXN-000492,JK01AL4613,FT-000492,Coimbatore Toll Plaza,2026-09-22T16:18:00,SUCCESS,52.6,NORMAL
FT-TXN-000493,TN10AR0131,FT-000493,Vellore Toll Plaza,2026-09-22T17:43:00,SUCCESS,100.73,NORMAL
FT-TXN-000494,JK01D8354,FT-000494,Madurai Toll Plaza,2026-09-22T17:19:00,SUCCESS,127.11,NORMAL
FT-TXN-000495,GJ1SCG7928,FT-000495,Coimbatore Toll Plaza,2026-09-22T18:05:00,SUCCESS,134.2,NORMAL
FT-TXN-000496,WB26S5093,FT-000496,Vellore Toll Plaza,2026-09-22T14:02:00,SUCCESS,135.27,NORMAL
FT-TXN-000497,GJ15CB3980,FT-000497,Vellore Toll Plaza,2026-09-22T18:02:00,SUCCESS,190.49,NORMAL
FT-TXN-000498,KL43D4389,FT-000498,Salem Toll Plaza,2026-09-22T08:03:00,SUCCESS,95.55,NORMAL
FT-TXN-000499,CG16B1802,FT-000499,Thanjavur Toll Plaza,2026-09-22T14:33:00,SUCCESS,175.51,NORMAL
FT-TXN-000500,MH01BT7906,FT-000500,Coimbatore Toll Plaza,2026-09-22T10:32:00,SUCCESS,48.1,NORMAL
FT-TXN-000501,TS09EZ9293,FT-000501,Madurai Toll Plaza,2026-09-22T11:35:00,SUCCESS,88.35,NORMAL
FT-TXN-000502,PB37A8269,FT-000502,Tirunelveli Toll Plaza,2026-09-22T11:30:00,SUCCESS,102.23,NORMAL
FT-TXN-000503,UK06CB4595,FT-000503,Vellore Toll Plaza,2026-09-22T19:56:00,SUCCESS,64.35,NORMAL
FT-TXN-000504,NL01T8152,FT-000504,Thanjavur Toll Plaza,2026-09-22T08:17:00,SUCCESS,92.78,NORMAL
FT-TXN-000505,BR7P3952,FT-000505,Trichy Toll Plaza,2026-09-22T11:58:00,SUCCESS,90.98,NORMAL
FT-TXN-000506,MN05A6028,FT-000506,Madurai Toll Plaza,2026-09-22T09:11:00,SUCCESS,132.84,NORMAL
FT-TXN-000507,SK02P1078,FT-000507,Coimbatore Toll Plaza,2026-09-22T17:43:00,SUCCESS,134.29,NORMAL
FT-TXN-000508,GA01C2098,FT-000508,Salem Toll Plaza,2026-09-22T16:56:00,SUCCESS,107.41,NORMAL
FT-TXN-000509,PY02L4602,FT-000509,Coimbatore Toll Plaza,2026-09-22T13:40:00,SUCCESS,103.8,NORMAL
FT-TXN-000510,DL2CAR0108,FT-000510,Vellore Toll Plaza,2026-09-22T15:00:00,SUCCESS,171.26,NORMAL
FT-TXN-000511,UP27Z7322,FT-000511,Madurai Toll Plaza,2026-09-22T09:36:00,SUCCESS,119.13,NORMAL
FT-TXN-000512,UK07BK5014,FT-000512,Salem Toll Plaza,2026-09-22T10:31:00,EXCEPTION,68.92,NORMAL
FT-TXN-000513,MH48AK2798,FT-000513,Chennai Toll Plaza,2026-09-22T12:13:00,SUCCESS,63.76,NORMAL
FT-TXN-000514,OD052323,FT-000514,Coimbatore Toll Plaza,2026-09-22T16:06:00,SUCCESS,217.68,NORMAL
FT-TXN-000515,ML0563550,FT-000515,Tirunelveli Toll Plaza,2026-09-22T11:10:00,SUCCESS,171.87,NORMAL
FT-TXN-000516,KL27D9809,FT-000516,Thanjavur Toll Plaza,2026-09-22T14:23:00,SUCCESS,132.24,NORMAL
FT-TXN-000517,MH05CH1754,FT-000517,Salem Toll Plaza,2026-09-22T13:18:00,SUCCESS,90.94,NORMAL
FT-TXN-000518,ML05R1934,FT-000518,Madurai Toll Plaza,2026-09-22T17:31:00,SUCCESS,206.38,NORMAL
FT-TXN-000519,JK02BN3088,FT-000519,Madurai Toll Plaza,2026-09-22T09:22:00,SUCCESS,140.74,NORMAL
FT-TXN-000520,TS09EA4088,FT-000520,Thanjavur Toll Plaza,2026-09-22T16:32:00,SUCCESS,122.88,NORMAL
FT-TXN-000521,AP39HZ0087,FT-000521,Chennai Toll Plaza,2026-09-22T17:25:00,SUCCESS,155.83,NORMAL
FT-TXN-000522,OD11P6123,FT-000522,Vellore Toll Plaza,2026-09-22T12:18:00,SUCCESS,202.92,NORMAL
FT-TXN-000523,KA01MG1660,FT-000523,Madurai Toll Plaza,2026-09-22T16:30:00,SUCCESS,66.23,NORMAL
FT-TXN-000524,UK08W2276,FT-000524,Vellore Toll Plaza,2026-09-22T13:49:00,SUCCESS,219.23,NORMAL
FT-TXN-000525,GJ01RK2430,FT-000525,Coimbatore Toll Plaza,2026-09-22T17:45:00,SUCCESS,65.42,NORMAL
FT-TXN-000526,WB02AM8548,FT-000526,Vellore Toll Plaza,2026-09-22T19:51:00,SUCCESS,129.15,NORMAL
FT-TXN-000527,AP31CS2511,FT-000527,Trichy Toll Plaza,2026-09-22T17:53:00,SUCCESS,128.13,NORMAL
FT-TXN-000528,MN01K5346,FT-000528,Vellore Toll Plaza,2026-09-22T08:24:00,SUCCESS,119.45,NORMAL
FT-TXN-000529,AS04P4549,FT-000529,Vellore Toll Plaza,2026-09-22T10:46:00,SUCCESS,202.61,NORMAL
FT-TXN-000530,BR06U2470,FT-000530,Salem Toll Plaza,2026-09-22T15:06:00,SUCCESS,82.8,NORMAL
FT-TXN-000531,OD02AP3010,FT-000531,Chennai Toll Plaza,2026-09-22T10:46:00,SUCCESS,150.65,NORMAL
FT-TXN-000532,HP34C8986,FT-000532,Salem Toll Plaza,2026-09-22T17:17:00,SUCCESS,105.13,NORMAL
FT-TXN-000533,KA06C9590,FT-000533,Trichy Toll Plaza,2026-09-22T08:30:00,SUCCESS,49.8,NORMAL
FT-TXN-000534,TN76V1978,FT-000534,Chennai Toll Plaza,2026-09-22T18:31:00,SUCCESS,86.46,NORMAL
FT-TXN-000535,AP31AT5064,FT-000535,Chennai Toll Plaza,2026-09-22T16:13:00,SUCCESS,72.14,NORMAL
FT-TXN-000536,MP08CA6293,FT-000536,Salem Toll Plaza,2026-09-22T11:34:00,SUCCESS,197.07,NORMAL
FT-TXN-000537,WB26T6688,FT-000537,Thanjavur Toll Plaza,2026-09-22T15:38:00,EXCEPTION,157.38,NORMAL
FT-TXN-000538,MH12KJ7659,FT-000538,Madurai Toll Plaza,2026-09-22T12:50:00,SUCCESS,59.39,NORMAL
FT-TXN-000539,GA01S5594,FT-000539,Vellore Toll Plaza,2026-09-22T11:06:00,SUCCESS,64.04,NORMAL
FT-TXN-000540,WB06H2237,FT-000540,Trichy Toll Plaza,2026-09-22T11:09:00,SUCCESS,181.61,NORMAL
FT-TXN-000541,DL5CH7599,FT-000541,Trichy Toll Plaza,2026-09-22T19:52:00,EXCEPTION,55.84,NORMAL
FT-TXN-000542,ML087084,FT-000542,Vellore Toll Plaza,2026-09-22T10:41:00,SUCCESS,61.82,NORMAL
FT-TXN-000543,UP80FA1666,FT-000543,Tirunelveli Toll Plaza,2026-09-22T08:18:00,SUCCESS,147.48,NORMAL
FT-TXN-000544,TN19F0816,FT-000544,Trichy Toll Plaza,2026-09-22T15:49:00,SUCCESS,48.06,NORMAL
FT-TXN-000545,RJ23CB4320,FT-000545,Coimbatore Toll Plaza,2026-09-22T09:02:00,SUCCESS,128.5,NORMAL
FT-TXN-000546,UP14CV7920,FT-000546,Salem Toll Plaza,2026-09-22T13:25:00,SUCCESS,186.03,NORMAL
FT-TXN-000547,WB06G4120,FT-000547,Coimbatore Toll Plaza,2026-09-22T10:21:00,SUCCESS,87.66,NORMAL
FT-TXN-000548,AP31EF1155,FT-000548,Coimbatore Toll Plaza,2026-09-22T13:51:00,SUCCESS,140.27,NORMAL
FT-TXN-000549,JH01AX5392,FT-000549,Vellore Toll Plaza,2026-09-22T14:25:00,SUCCESS,143.08,NORMAL
FT-TXN-000550,AP31DT9378,FT-000550,Chennai Toll Plaza,2026-09-22T18:19:00,SUCCESS,58.77,NORMAL
FT-TXN-000551,AS018P2415,FT-000551,Chennai Toll Plaza,2026-09-22T09:00:00,SUCCESS,137.08,NORMAL
FT-TXN-000552,PB2313752,FT-000552,Chennai Toll Plaza,2026-09-22T13:58:00,SUCCESS,110.1,NORMAL
FT-TXN-000553,AS19D9919,FT-000553,Vellore Toll Plaza,2026-09-22T14:24:00,SUCCESS,106.15,NORMAL
FT-TXN-000554,AP31TV6847,FT-000554,Tirunelveli Toll Plaza,2026-09-22T09:34:00,SUCCESS,85.04,NORMAL
FT-TXN-000555,SK02P3471,FT-000555,Tirunelveli Toll Plaza,2026-09-22T18:03:00,SUCCESS,203.5,NORMAL
FT-TXN-000556,DL6CR7002,FT-000556,Thanjavur Toll Plaza,2026-09-22T14:27:00,SUCCESS,68.58,NORMAL
FT-TXN-000557,PY01CM5400,FT-000557,Salem Toll Plaza,2026-09-22T18:10:00,SUCCESS,117.35,NORMAL
FT-TXN-000558,NL02C9593,FT-000558,Madurai Toll Plaza,2026-09-22T08:37:00,SUCCESS,84.09,NORMAL
FT-TXN-000559,BR03PA3803,FT-000559,Trichy Toll Plaza,2026-09-22T10:44:00,SUCCESS,119.09,NORMAL
FT-TXN-000560,KL43D4444,FT-000560,Salem Toll Plaza,2026-09-22T12:48:00,SUCCESS,83.66,NORMAL
FT-TXN-000561,JH04C7104,FT-000561,Coimbatore Toll Plaza,2026-09-22T15:11:00,SUCCESS,104.27,NORMAL
FT-TXN-000562,DL8CNA1596,FT-000562,Madurai Toll Plaza,2026-09-22T15:09:00,SUCCESS,77.46,NORMAL
FT-TXN-000563,AS01BF9673,FT-000563,Vellore Toll Plaza,2026-09-22T08:22:00,EXCEPTION,117.0,NORMAL
FT-TXN-000564,PY01Q7947,FT-000564,Trichy Toll Plaza,2026-09-22T12:55:00,SUCCESS,180.58,NORMAL
FT-TXN-000565,JK02CD0461,FT-000565,Salem Toll Plaza,2026-09-22T15:54:00,SUCCESS,162.0,NORMAL
FT-TXN-000566,GJ06FK2977,FT-000566,Coimbatore Toll Plaza,2026-09-22T11:19:00,SUCCESS,152.9,NORMAL
FT-TXN-000567,SK01T8791,FT-000567,Tirunelveli Toll Plaza,2026-09-22T15:23:00,SUCCESS,47.91,NORMAL
FT-TXN-000568,OD05Y5787,FT-000568,Coimbatore Toll Plaza,2026-09-22T16:33:00,SUCCESS,137.54,NORMAL
FT-TXN-000569,MP04CL8840,FT-000569,Tirunelveli Toll Plaza,2026-09-22T11:23:00,SUCCESS,102.28,NORMAL
FT-TXN-000570,AR01E1034,FT-000570,Trichy Toll Plaza,2026-09-22T18:31:00,SUCCESS,99.98,NORMAL
FT-TXN-000571,UP53AK1161,FT-000571,Coimbatore Toll Plaza,2026-09-22T08:18:00,SUCCESS,172.03,NORMAL
FT-TXN-000572,GJ01HS1902,FT-000572,Trichy Toll Plaza,2026-09-22T16:27:00,SUCCESS,127.03,NORMAL
FT-TXN-000573,JH05S3291,FT-000573,Trichy Toll Plaza,2026-09-22T18:17:00,SUCCESS,181.59,NORMAL
FT-TXN-000574,MH02DN7410,FT-000574,Salem Toll Plaza,2026-09-22T11:00:00,EXCEPTION,53.31,NORMAL
FT-TXN-000575,TS08FZ8298,FT-000575,Salem Toll Plaza,2026-09-22T11:46:00,SUCCESS,94.81,NORMAL
FT-TXN-000576,JK01AD3147,FT-000576,Thanjavur Toll Plaza,2026-09-22T12:43:00,SUCCESS,157.96,NORMAL
FT-TXN-000577,PY01BU2406,FT-000577,Coimbatore Toll Plaza,2026-09-22T13:33:00,SUCCESS,183.28,NORMAL
FT-TXN-000578,AP26AM1260,FT-000578,Thanjavur Toll Plaza,2026-09-22T17:15:00,SUCCESS,203.95,NORMAL
FT-TXN-000579,AP37EJ2277,FT-000579,Tirunelveli Toll Plaza,2026-09-22T10:08:00,SUCCESS,67.29,NORMAL
FT-TXN-000580,CH01BL3528,FT-000580,Coimbatore Toll Plaza,2026-09-22T10:45:00,SUCCESS,89.62,NORMAL
FT-TXN-000581,CH01AB4559,FT-000581,Madurai Toll Plaza,2026-09-22T18:40:00,SUCCESS,95.59,NORMAL
FT-TXN-000582,RJ14CM3730,FT-000582,Salem Toll Plaza,2026-09-22T08:20:00,SUCCESS,204.65,NORMAL
FT-TXN-000583,JH01AM2354,FT-000583,Salem Toll Plaza,2026-09-22T14:48:00,SUCCESS,190.97,NORMAL
FT-TXN-000584,KA04MG7528,FT-000584,Madurai Toll Plaza,2026-09-22T11:56:00,SUCCESS,47.43,NORMAL
FT-TXN-000585,AS23G2612,FT-000585,Thanjavur Toll Plaza,2026-09-22T18:06:00,SUCCESS,165.29,NORMAL
FT-TXN-000586,GA08M0184,FT-000586,Salem Toll Plaza,2026-09-22T19:00:00,SUCCESS,163.58,NORMAL
FT-TXN-000587,AN01L6155,FT-000587,Salem Toll Plaza,2026-09-22T11:46:00,SUCCESS,172.46,NORMAL
FT-TXN-000588,OD05K6964,FT-000588,Tirunelveli Toll Plaza,2026-09-22T15:49:00,SUCCESS,179.67,NORMAL
FT-TXN-000589,ML10B9308,FT-000589,Thanjavur Toll Plaza,2026-09-22T15:12:00,SUCCESS,79.93,NORMAL
FT-TXN-000590,AP28AT5333,FT-000590,Trichy Toll Plaza,2026-09-22T11:37:00,SUCCESS,48.41,NORMAL
FT-TXN-000591,TS07HM2684,FT-000591,Madurai Toll Plaza,2026-09-22T12:33:00,SUCCESS,153.58,NORMAL
FT-TXN-000592,JH01BU9956,FT-000592,Thanjavur Toll Plaza,2026-09-22T14:33:00,SUCCESS,58.37,NORMAL
FT-TXN-000593,WB70G3763,FT-000593,Salem Toll Plaza,2026-09-22T19:31:00,SUCCESS,105.42,NORMAL
FT-TXN-000594,AP39E1493,FT-000594,Chennai Toll Plaza,2026-09-22T19:48:00,SUCCESS,65.38,NORMAL
FT-TXN-000595,JK1182360,FT-000595,Vellore Toll Plaza,2026-09-22T08:29:00,SUCCESS,163.84,NORMAL
FT-TXN-000596,CH01AP4538,FT-000596,Trichy Toll Plaza,2026-09-22T09:12:00,SUCCESS,213.94,NORMAL
FT-TXN-000597,UP23K0008,FT-000597,Salem Toll Plaza,2026-09-22T15:29:00,SUCCESS,176.58,NORMAL
FT-TXN-000598,LA020749,FT-000598,Vellore Toll Plaza,2026-09-22T13:36:00,SUCCESS,130.18,NORMAL
FT-TXN-000599,TS15ES0894,FT-000599,Trichy Toll Plaza,2026-09-22T16:24:00,EXCEPTION,135.76,NORMAL
FT-TXN-000600,DL8CNA5085,FT-000600,Trichy Toll Plaza,2026-09-22T15:53:00,SUCCESS,77.54,NORMAL
FT-TXN-000601,AP5CG6320,FT-FAKE-0001,Vellore Toll Plaza,2026-09-23T02:20:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000602,PY036993,FT-FAKE-0002,Vellore Toll Plaza,2026-09-23T02:24:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000603,PY05A8339,FT-FAKE-0003,Vellore Toll Plaza,2026-09-23T02:28:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000604,AS12S6951,FT-FAKE-0004,Vellore Toll Plaza,2026-09-23T02:32:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000605,WB02A03017,FT-FAKE-0005,Vellore Toll Plaza,2026-09-23T02:36:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000606,HR26DM2296,FT-FAKE-0006,Vellore Toll Plaza,2026-09-23T02:40:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000607,MH47N0712,FT-FAKE-0007,Vellore Toll Plaza,2026-09-23T02:44:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000608,OD02C2836,FT-FAKE-0008,Vellore Toll Plaza,2026-09-23T02:48:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000609,JK03A8042,FT-FAKE-0009,Vellore Toll Plaza,2026-09-23T02:52:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000610,UP78ED0449,FT-FAKE-0010,Vellore Toll Plaza,2026-09-23T02:56:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000611,JH10BV1496,FT-FAKE-0011,Vellore Toll Plaza,2026-09-23T03:00:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000612,MH04HF5092,FT-FAKE-0012,Vellore Toll Plaza,2026-09-23T03:04:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000613,DL1CS8739,FT-FAKE-0013,Vellore Toll Plaza,2026-09-23T03:08:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000614,HP23A6365,FT-FAKE-0014,Vellore Toll Plaza,2026-09-23T03:12:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000615,OD14B7432,FT-FAKE-0015,Vellore Toll Plaza,2026-09-23T03:16:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000616,ML10B4503,FT-FAKE-0016,Vellore Toll Plaza,2026-09-23T03:20:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000617,GA01E5947,FT-FAKE-0017,Vellore Toll Plaza,2026-09-23T03:24:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000618,AP2D4014,FT-FAKE-0018,Vellore Toll Plaza,2026-09-23T03:28:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000619,PB10EH0164,FT-FAKE-0019,Vellore Toll Plaza,2026-09-23T03:32:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
FT-TXN-000620,ML1032811,FT-FAKE-0020,Vellore Toll Plaza,2026-09-23T03:36:00,TAG_IDENTITY_MISMATCH,120.0,FASTAG_MISMATCH
