image_id,image_filename,image_path,xml_filename,xml_path,license_number,state_code,width,height,depth,xmin,xmax,ymin,ymax,xml_license_number,status
PB1,PB1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PB1.jpg,PB1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PB1.xml,PB11BG7347,PB,272,544,3,94,187,214,239,PB11BG7347,OK
TN9,TN9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TN9.jpg,TN9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TN9.xml,TN19Q0835,TN,272,586,3,88,169,279,297,TN19Q0835,OK
UP1,UP1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UP1.jpg,UP1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UP1.xml,UP57H8173,UP,272,363,3,100,197,170,197,UP57H8173,OK
GA7,GA7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GA7.jpg,GA7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GA7.xml,GA07K7150,GA,272,226,3,46,104,109,127,GA07K7150,OK
GJ17,GJ17.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ17.jpg,GJ17.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ17.xml,GJ06DQ3712,GJ,272,204,3,101,182,146,164,GJ06DQ3712,OK
GJ14,GJ14.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ14.jpg,GJ14.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ14.xml,GJ06DG9355,GJ,272,204,3,100,171,151,165,GJ06DG9355,OK
JK2,JK2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK2.jpg,JK2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK2.xml,JK02BJ7997,JK,270,219,3,82,191,143,173,JK02BJ7997,OK
AS1,AS1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS1.jpg,AS1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS1.xml,AS23H2866,AS,272,363,3,143,216,251,271,AS23H2866,OK
WB9,WB9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\WB9.jpg,WB9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\WB9.xml,WB02AA5580,WB,272,366,3,92,152,204,221,WB02AA5580,OK
CG6,CG6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CG6.jpg,CG6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CG6.xml,CG22AB1111,CG,272,153,3,116,161,118,129,CG22AB1111,OK
MH19,MH19.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH19.jpg,MH19.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH19.xml,MH12KN8366,MH,272,591,3,96,183,323,347,MH12KN8366,OK
AS9,AS9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS9.jpg,AS9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS9.xml,AS04X2780,AS,272,204,3,100,172,135,151,AS04X2780,OK
GJ12,GJ12.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ12.jpg,GJ12.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ12.xml,GJ06PA0097,GJ,272,204,3,101,173,136,154,GJ06PA0097,OK
AP13,AP13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP13.jpg,AP13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP13.xml,AP39JJ5441,AP,272,363,3,96,169,191,210,AP39JJ5441,OK
GA8,GA8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GA8.jpg,GA8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GA8.xml,GA05B5077,GA,272,119,3,141,208,57,92,GA05B5077,OK
JH1,JH1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JH1.jpg,JH1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JH1.xml,JH01Z3792,JH,272,363,3,77,225,328,356,JH01Z3792,OK
GA13,GA13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GA13.jpg,GA13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GA13.xml,GA07K6090,GA,272,242,3,163,217,153,171,GA07K6090,OK
JH3,JH3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JH3.jpg,JH3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JH3.xml,JH01DB1881,JH,272,204,3,108,167,131,145,JH01DB1881,OK
ML19,ML19.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML19.jpg,ML19.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML19.xml,ML04C0056,ML,272,483,3,104,188,298,319,ML04C0056,OK
AP33,AP33.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP33.jpg,AP33.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP33.xml,AP31DA0020,AP,272,484,3,98,182,231,251,AP31DA0020,OK
MH23,MH23.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH23.jpg,MH23.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH23.xml,MH49AS5099,MH,272,204,3,108,164,145,157,MH49AS5099,OK
KA16,KA16.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KA16.jpg,KA16.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KA16.xml,KA03NC7167,KA,272,255,3,93,182,183,200,KA03NC7167,OK
HR10,HR10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HR10.jpg,HR10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HR10.xml,HR26BY4812,HR,272,244,3,93,184,123,144,HR26BY4812,OK
ML17,ML17.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML17.jpg,ML17.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML17.xml,ML05L5154,ML,272,293,3,104,176,241,258,ML05L5154,OK
TR5,TR5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TR5.jpg,TR5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TR5.xml,TR01X0482,TR,272,484,3,83,185,393,417,TR01X0482,OK
HR8,HR8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HR8.jpg,HR8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HR8.xml,HR20X8432,HR,272,484,3,95,186,288,309,HR20X8432,OK
DN5,DN5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DN5.jpg,DN5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DN5.xml,DN09D2724,DN,272,592,3,77,178,302,323,DN09D2724,OK
PB11,PB11.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PB11.jpg,PB11.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PB11.xml,PB08C03690,PB,272,204,3,68,186,146,171,PB08C03690,OK
CG12,CG12.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CG12.jpg,CG12.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CG12.xml,CG12AG1130,CG,272,363,3,84,180,260,281,CG12AG1130,OK
ML5,ML5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML5.jpg,ML5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML5.xml,ML05D0571,ML,272,363,3,103,158,221,234,ML05D0571,OK
HR2,HR2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HR2.jpg,HR2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HR2.xml,HR71F9259,HR,272,204,3,109,184,137,153,HR71F9259,OK
OD14,OD14.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD14.jpg,OD14.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD14.xml,OD02L4656,OD,271,453,3,89,168,187,205,OD02L4656,OK
HR9,HR9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HR9.jpg,HR9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HR9.xml,HR29AS0015,HR,272,315,3,104,168,210,224,HR29AS0015,OK
MH5,,,MH5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH5.xml,MH04M1275,MH,272,204,3,101,160,145,159,MH04M1275,MISSING_IMAGE
JK5,JK5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK5.jpg,JK5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK5.xml,JK05H3594,JK,272,598,3,83,167,330,352,JK05H3594,OK
AP40,AP40.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP40.jpg,AP40.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP40.xml,AP04BA4464,AP,272,363,3,76,169,233,253,AP04BA4464,OK
AR8,AR8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AR8.jpg,AR8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AR8.xml,AR08983,AR,272,592,3,32,73,299,316,AR08983,OK
HP18,HP18.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HP18.jpg,HP18.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HP18.xml,HP24C8D32,HP,272,363,3,140,183,283,293,HP24C8D32,OK
AP1,AP1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP1.jpg,AP1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP1.xml,AP05BY7799,AP,272,204,3,101,179,145,162,AP05BY7799,OK
HR14,HR14.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HR14.jpg,HR14.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HR14.xml,HR51BU8218,HR,272,482,3,84,185,266,289,HR51BU8218,OK
PY4,PY4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PY4.jpg,PY4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PY4.xml,PY02S7828,PY,272,128,3,90,179,89,109,PY02S7828,OK
UP21,UP21.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UP21.jpg,UP21.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UP21.xml,UP52AH9705,UP,272,604,3,101,192,286,317,UP52AH9705,OK
DN1,DN1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DN1.jpg,DN1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DN1.xml,DN09H2191,DN,272,363,3,95,174,208,225,DN09H2191,OK
SK12,SK12.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\SK12.jpg,SK12.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\SK12.xml,SK01T3835,SK,272,363,3,63,144,290,325,SK01T3835,OK
ML16,ML16.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML16.jpg,ML16.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML16.xml,ML133317,ML,272,136,3,25,76,87,115,ML133317,OK
TS15,TS15.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TS15.jpg,TS15.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TS15.xml,TS13EK6213,TS,272,178,3,89,165,156,170,TS13EK6213,OK
JK28,JK28.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK28.jpg,JK28.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK28.xml,JK10A5217,JK,266,332,3,143,219,254,291,JK10A5217,OK
DL14,DL14.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL14.jpg,DL14.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL14.xml,DL9CAU4743,DL,272,363,3,89,165,217,235,DL9CAU4743,OK
PB9,PB9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PB9.jpg,PB9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PB9.xml,PB35F9333,PB,272,363,3,103,172,231,244,PB35F9333,OK
DN7,DN7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DN7.jpg,DN7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DN7.xml,DN0909704,DN,272,585,3,106,179,362,381,DN0909704,OK
CG14,CG14.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CG14.jpg,CG14.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CG14.xml,CG09JA2359,CG,272,204,3,91,138,136,145,CG09JA2359,OK
KL3,KL3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KL3.jpg,KL3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KL3.xml,KL02AF6723,KL,272,370,3,39,87,216,243,KL02AF6723,OK
KL6,KL6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KL6.jpg,KL6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KL6.xml,KL46R3613,KL,272,363,3,91,169,229,244,KL46R3613,OK
RJ9,RJ9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\RJ9.jpg,RJ9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\RJ9.xml,RJ20UB0137,RJ,272,363,3,101,171,261,275,RJ20UB0137,OK
HR22,HR22.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HR22.jpg,HR22.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HR22.xml,HR09G8378,HR,265,329,3,74,136,215,233,HR09G8378,OK
HP10,HP10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HP10.jpg,HP10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HP10.xml,HP52B5958,HP,272,590,3,102,165,352,368,HP52B5958,OK
AS20,AS20.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS20.jpg,AS20.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS20.xml,AS01AT8119,AS,272,189,3,51,114,124,152,AS01AT8119,OK
DL33,DL33.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL33.jpg,DL33.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL33.xml,DL4CNA7231,DL,272,364,3,94,168,272,291,DL4CNA7231,OK
JK23,JK23.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK23.jpg,JK23.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK23.xml,JK02CC0447,JK,270,322,3,76,159,194,218,JK02CC0447,OK
DL26,DL26.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL26.jpg,DL26.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL26.xml,DL11CA4900,DL,272,363,3,90,193,285,308,DL11CA4900,OK
JK35,JK35.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK35.jpg,JK35.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK35.xml,JK10A4638,JK,270,448,3,96,173,259,276,JK10A4638,OK
DL35,DL35.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL35.jpg,DL35.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL35.xml,DL3CBS5881,DL,272,483,3,78,155,306,324,DL3CBS5881,OK
WB2,WB2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\WB2.jpg,WB2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\WB2.xml,WB02M8447,WB,272,606,3,83,187,420,445,WB02M8447,OK
KL5,KL5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KL5.jpg,KL5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KL5.xml,KL34A7564,KL,272,233,3,100,162,158,171,KL34A7564,OK
TN5,TN5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TN5.jpg,TN5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TN5.xml,TN47T4464,TN,272,606,3,108,190,341,360,TN47T4464,OK
JH7,JH7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JH7.jpg,JH7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JH7.xml,JH01BX0013,JH,272,126,3,113,167,81,93,JH01BX0013,OK
ML21,ML21.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML21.jpg,ML21.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML21.xml,ML05J3288,ML,270,243,3,103,174,210,227,ML05J3288,OK
PB27,PB27.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PB27.jpg,PB27.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PB27.xml,PB65AN2583,PB,272,363,3,91,176,235,254,PB65AN2583,OK
CG16,CG16.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CG16.jpg,CG16.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CG16.xml,CG07R2684,CG,272,204,3,90,137,128,139,CG07R2684,OK
AS22,AS22.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS22.jpg,AS22.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS22.xml,AS01AN8668,AS,272,481,3,101,166,280,298,AS01AN8668,OK
ML13,ML13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML13.jpg,ML13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML13.xml,ML05H1958,ML,272,603,3,97,180,319,335,ML05H1958,OK
JK14,JK14.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK14.jpg,JK14.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK14.xml,JK11D8143,JK,272,484,3,75,179,372,395,JK11D8143,OK
OD18,OD18.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD18.jpg,OD18.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD18.xml,OD22J9911,OD,181,153,3,65,131,124,134,OD22J9911,OK
SK6,SK6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\SK6.jpg,SK6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\SK6.xml,SK04P1320,SK,272,484,3,99,177,259,278,SK04P1320,OK
CG1,CG1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CG1.jpg,CG1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CG1.xml,CG04HD6930,CG,270,332,3,102,192,262,283,CG04HD6930,OK
UP2,UP2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UP2.jpg,UP2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UP2.xml,UP85BN4203,UP,272,363,3,94,174,176,194,UP85BN4203,OK
KA7,KA7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KA7.jpg,KA7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KA7.xml,KA51P7755,KA,272,204,3,128,167,154,162,KA51P7755,OK
SK5,SK5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\SK5.jpg,SK5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\SK5.xml,SK01PB3596,SK,272,606,3,105,173,418,431,SK01PB3596,OK
OD24,OD24.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD24.jpg,OD24.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD24.xml,OD02J0435,OD,272,363,3,105,160,221,232,OD02J0435,OK
ML34,ML34.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML34.jpg,ML34.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML34.xml,ML05H6564,ML,271,404,3,103,181,153,170,ML05H6564,OK
HR15,HR15.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HR15.jpg,HR15.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HR15.xml,HR29K7840,HR,272,327,3,94,157,221,239,HR29K7840,OK
WB14,WB14.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\WB14.jpg,WB14.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\WB14.xml,WB36G6682,WB,272,590,3,93,169,368,392,WB36G6682,OK
KA4,KA4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KA4.jpg,KA4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KA4.xml,KA38M8037,KA,271,558,3,65,177,344,370,KA38M8037,OK
AS19,AS19.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS19.jpg,AS19.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS19.xml,AS06U1295,AS,272,363,3,84,168,247,269,AS06U1295,OK
KL14,KL14.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KL14.jpg,KL14.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KL14.xml,KL03S6394,KL,272,363,3,154,223,224,261,KL03S6394,OK
AN2,AN2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AN2.jpg,AN2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AN2.xml,AN01D4163,AN,272,363,3,121,179,224,237,AN01D4163,OK
CG21,CG21.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CG21.jpg,CG21.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CG21.xml,CG04FJ5834,CG,272,204,3,106,165,156,169,CG04FJ5834,OK
HR19,HR19.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HR19.jpg,HR19.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HR19.xml,HR29AQ4939,HR,271,185,3,100,167,147,161,HR29AQ4939,OK
UK7,UK7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UK7.jpg,UK7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UK7.xml,UK07AM5665,UK,272,363,3,87,158,180,194,UK07AM5665,OK
ML37,ML37.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML37.jpg,ML37.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML37.xml,ML08E9223,ML,272,127,3,112,155,91,103,ML08E9223,OK
UP27,UP27.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UP27.jpg,UP27.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UP27.xml,UP70ET7816,UP,272,363,3,97,165,252,274,UP70ET7816,OK
PB6,PB6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PB6.jpg,PB6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PB6.xml,PB13AF6756,PB,271,331,3,107,201,257,285,PB13AF6756,OK
OD27,OD27.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD27.jpg,OD27.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD27.xml,OD25F7400,OD,272,183,3,119,176,130,142,OD25F7400,OK
MH3,MH3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH3.jpg,MH3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH3.xml,MH48AC6244,MH,272,363,3,103,168,234,249,MH48AC6244,OK
NL8,NL8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\NL8.jpg,NL8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\NL8.xml,NL07T0937,NL,272,254,3,119,197,186,202,NL07T0937,OK
ML15,ML15.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML15.jpg,ML15.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML15.xml,ML111909,ML,272,363,3,88,188,282,306,ML111909,OK
KA8,KA8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KA8.jpg,KA8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KA8.xml,KA51D9662,KA,272,204,3,113,192,162,180,KA51D9662,OK
KL8,KL8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KL8.jpg,KL8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KL8.xml,KL07BU7707,KL,272,363,3,124,200,207,223,KL07BU7707,OK
MH21,MH21.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH21.jpg,MH21.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH21.xml,MH04DR8508,MH,272,589,3,99,186,367,389,MH04DR8508,OK
JH5,JH5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JH5.jpg,JH5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JH5.xml,JH09AA2570,JH,272,204,3,170,227,139,166,JH09AA2570,OK
AS7,AS7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS7.jpg,AS7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS7.xml,AS06Q4437,AS,272,304,3,61,128,217,245,AS06Q4437,OK
PB22,PB22.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PB22.jpg,PB22.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PB22.xml,PB06AN6162,PB,272,204,3,103,190,147,166,PB06AN6162,OK
AP17,AP17.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP17.jpg,AP17.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP17.xml,AP31TP2282,AP,272,590,3,106,180,340,355,AP31TP2282,OK
PB18,PB18.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PB18.jpg,PB18.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PB18.xml,PB08BF6160,PB,272,204,3,114,187,159,173,PB08BF6160,OK
UP4,UP4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UP4.jpg,UP4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UP4.xml,UP16U3849,UP,272,581,3,169,266,347,384,UP16U3849,OK
DL7,DL7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL7.jpg,DL7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL7.xml,DL12CK8643,DL,272,305,3,98,170,214,230,DL12CK8643,OK
TN7,TN7.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TN7.jpg,TN7.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TN7.xml,TN07BT5778,TN,272,363,3,98,183,232,249,TN07BT5778,OK
DL8,DL8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL8.jpg,DL8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL8.xml,DL10CH1252,DL,272,204,3,118,176,147,161,DL10CH1252,OK
HP4,HP4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HP4.jpg,HP4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HP4.xml,HP48B2252,HP,272,363,3,60,132,227,246,HP48B2252,OK
ML39,ML39.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML39.jpg,ML39.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML39.xml,ML05G6098,ML,272,204,3,128,198,118,136,ML05G6098,OK
GJ26,GJ26.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ26.jpg,GJ26.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ26.xml,GJ09AG8384,GJ,272,333,3,84,179,263,283,GJ09AG8384,OK
HP17,HP17.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\HP17.jpg,HP17.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\HP17.xml,HP20E3953,HP,272,363,3,79,176,245,265,HP20E3953,OK
MP1,MP1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MP1.jpg,MP1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MP1.xml,MP04CL3546,MP,269,436,3,90,171,269,287,MP04CL3546,OK
AP18,AP18.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP18.jpg,AP18.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP18.xml,AP16BS4500,AP,271,170,3,105,163,114,129,AP16BS4500,OK
